,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_なら分権の会,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_地域政党 やまとの会,得票数_地域政党やまとの会,得票数_奈良維新の会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_根っこから真改革,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_生駒維新の会,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_なら分権の会,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_地域政党 やまとの会,得票率_地域政党やまとの会,得票率_奈良維新の会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_根っこから真改革,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_生駒維新の会,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_なら分権の会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党 やまとの会,一人あたり得票率_地域政党やまとの会,一人あたり得票率_奈良維新の会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_根っこから真改革,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_生駒維新の会,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_なら分権の会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党 やまとの会,立候補者数_地域政党やまとの会,立候補者数_奈良維新の会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_根っこから真改革,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_生駒維新の会,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_なら分権の会,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党 やまとの会,当選者数_地域政党やまとの会,当選者数_奈良維新の会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_根っこから真改革,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_生駒維新の会,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
御所市議会議員選挙（2006年04月23日投票）,御所市議会議員選挙,奈良県,御所市,20060423.0,2006.0,4.0,23.0,20060416.0,無投票,16.0,16.0,1.0,26845.0,,,,任期満了,,,,,御所市議会議員選挙（2006年04月23日投票）,1.0,16.0,15.0,1.0666666666666667,1.0,1.0,0.0,0.125,0.13333333333333333,0.5625,0.375,0.0625,0.6,0.3333333333333333,0.06666666666666667,,,,,,,18674.010000000002,4.0,56.25,9.614442261514705,35.0,50.5,58.5,62.75,69.0,57.0,9.465727652959385,35.0,52.5,60.0,63.5,69.0,,,,1895.19,,,,,,1994.0,,,,1503.0,,,13281.82,,,,,,18674.010000000002,,,,0.10148811101632696,,,,,,0.1067794223094022,,,,0.08048619444886235,,,0.7112462722254084,,,,,,1.0,,,,0.10148811101632696,,,,,,0.0533897111547011,,,,0.08048619444886235,,,0.059270522685450695,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,12.0,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,11.0,,,,,
御所市議会議員選挙（2010年04月25日投票）,御所市議会議員選挙,奈良県,御所市,20100425.0,2010.0,4.0,25.0,,68.84,15.0,17.0,1.1333333333333333,25897.0,,,-948.0,任期満了,70.89,,,,御所市議会議員選挙（2010年04月25日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.11764705882352941,0.13333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.058823529411764705,,,17520.010000000002,4.0,,,,,,,,55.666666666666664,13.189221188362698,35.0,42.5,61.0,66.0,73.0,,,,1631.55,,,,,,1683.0,,,,1202.0,,,13003.46,,,,,,17520.01,,,,0.09312494684649153,,,,,,0.09606158900594236,,,,0.06860726677667423,,,0.7422061973708919,,,,,,1.0,,,,0.09312494684649153,,,,,,0.04803079450297118,,,,0.06860726677667423,,,0.05709278441314553,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,13.0,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,11.0,,,,,
御所市議会議員選挙（2014年04月20日投票）,御所市議会議員選挙,奈良県,御所市,20140420.0,2014.0,4.0,20.0,20140413.0,64.33,15.0,16.0,1.0666666666666669,,,,,任期満了,68.84,,,,御所市議会議員選挙（2014年04月20日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0625,0.06666666666666667,0.5625,0.3125,0.125,0.6,0.26666666666666666,0.13333333333333333,0.6473111184427581,0.2533817222038931,0.09930715935334873,0.0719234576047509,0.05067634444077862,0.049653579676674366,15155.0,3.0,54.125,14.242871023778878,31.0,42.25,54.5,65.75,76.0,54.13333333333333,14.709936173288524,31.0,41.5,55.0,66.5,76.0,,,,1695.0,,,,,,1433.0,,,,,,,12027.0,,,,,,15155.0,,,,0.11184427581656219,,,,,,0.09455625206202574,,,,,,,0.7935994721214121,,,,,,1.0,,,,0.11184427581656219,,,,,,0.04727812603101287,,,,,,,0.061046113240108626,,,,,,,,,1.0,,,,,,2.0,,,,,,,13.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,12.0,,,,,
御所市議会議員選挙（2018年04月22日投票）,御所市議会議員選挙,奈良県,御所市,20180422.0,2018.0,4.0,22.0,20180415.0,59.49,13.0,14.0,1.0769230769230769,,,,,任期満了,64.33,,,,御所市議会議員選挙（2018年04月22日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7692307692307693,0.23076923076923078,0.0,0.7163682107444131,0.2836317892555868,,0.07163682107444132,0.0709079473138967,,13514.0,4.0,55.642857142857146,12.887464246075623,35.0,43.75,59.5,65.0,78.0,55.07692307692308,13.205252675539839,35.0,43.0,59.0,65.0,78.0,,,,1602.0,,,,,220.0,1745.0,,,,,,,9947.0,,,,,,13514.0,,,,0.11854373242563268,,,,,0.01627941394109812,0.12912535148734647,,,,,,,0.7360515021459227,,,,,,1.0,,,,0.11854373242563268,,,,,0.01627941394109812,0.06456267574367323,,,,,,,0.07360515021459227,,,,,,,,,1.0,,,,,1.0,2.0,,,,,,,10.0,,,,,,,,,1.0,,,,,0.0,2.0,,,,,,,10.0,,,,,
御杖村議会議員補欠選挙（2011年11月20日投票）,御杖村議会議員補欠選挙,奈良県,御杖村,20111120.0,2011.0,11.0,20.0,20111115.0,無投票,1.0,1.0,1.0,1847.0,,,,その他,,,,,御杖村議会議員補欠選挙（2011年11月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
御杖村議会議員補欠選挙（2015年09月13日投票）,御杖村議会議員補欠選挙,奈良県,御杖村,20150913.0,2015.0,9.0,13.0,20150908.0,無投票,2.0,1.0,0.5,,,,,その他,,,,,御杖村議会議員補欠選挙（2015年09月13日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
御杖村議会議員補欠選挙（2015年11月15日投票）,御杖村議会議員補欠選挙,奈良県,御杖村,20151115.0,2015.0,11.0,15.0,20151110.0,69.84,1.0,2.0,2.0,1668.0,,,,その他/2015/9/13施行の村議補選の際、定数割れのため,,,,,御杖村議会議員補欠選挙（2015年11月15日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1143.0,1.0,55.0,13.0,42.0,48.5,55.0,61.5,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,,1143.0,,,,,,1143.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
御杖村議会議員選挙（2009年04月19日投票）,御杖村議会議員選挙,奈良県,御杖村,20090419.0,2009.0,4.0,19.0,20090414.0,91.64,8.0,10.0,1.25,1949.0,,,,任期満了,,,,,御杖村議会議員選挙（2009年04月19日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.375,0.5,0.125,0.44519685039370077,0.44769403824521936,0.10710911136107987,0.11129921259842519,0.11192350956130484,0.053554555680539934,1778.0,1.0,60.6,8.901685233707154,45.0,55.5,62.0,68.5,71.0,58.0,8.077747210701755,45.0,52.25,61.0,62.5,70.0,,,,,,,,,,,,,,,,,1778.0,,,,,,1778.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
御杖村議会議員選挙（2013年04月21日投票）,御杖村議会議員選挙,奈良県,御杖村,20130421.0,2013.0,4.0,21.0,20130416.0,無投票,8.0,8.0,1.0,,,,,任期満了,91.64,,,,御杖村議会議員選挙（2013年04月21日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875,0.0,0.125,0.875,0.0,0.125,,,,,,,0.0,1.0,60.875,6.863626956646173,49.0,56.25,64.5,66.0,68.0,60.875,6.863626956646173,49.0,56.25,64.5,66.0,68.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
御杖村議会議員選挙（2017年04月16日投票）,御杖村議会議員選挙,奈良県,御杖村,20170416.0,2017.0,4.0,16.0,20170411.0,無投票,8.0,8.0,1.0,,,,,任期満了,,,,,御杖村議会議員選挙（2017年04月16日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625,0.25,0.125,0.625,0.25,0.125,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
御杖村議会議員選挙（2021年04月18日投票）,御杖村議会議員選挙,奈良県,御杖村,20210418.0,2021.0,4.0,18.0,20210413.0,78.12,8.0,9.0,1.125,1449.0,684.0,765.0,,任期満了,,,,,御杖村議会議員選挙（2021年04月18日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.7688848920863309,0.23111510791366907,,0.1281474820143885,0.07703836930455636,,1112.0,1.0,65.0,11.30388330520878,42.0,64.0,68.0,73.0,76.0,64.625,11.936681909140413,42.0,60.0,70.5,73.0,76.0,,,,,,,,,,,,,,,,,1112.0,,,,,,1112.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
斑鳩町議会議員選挙（2003年04月27日投票）,斑鳩町議会議員選挙,奈良県,斑鳩町,20030427.0,2003.0,4.0,27.0,20030422.0,62.3,16.0,18.0,1.125,22774.0,,,,任期満了,,,,,斑鳩町議会議員選挙（2003年04月27日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.0625,0.6111111111111112,0.3888888888888889,0.0,0.625,0.375,0.0,0.6143378930029363,0.38566210699706366,,0.0558488993639033,0.05509458671386624,,13963.0,4.0,54.166666666666664,11.260797287739248,27.0,50.0,51.5,62.0,74.0,54.4375,11.379635044675203,27.0,50.0,51.5,63.0,74.0,,,,1287.0,,,,,,1524.0,,,,,,,10719.0,,433.0,,,,13963.0,,,,0.0921721693045907,,,,,,0.10914559908329155,,,,,,,0.7676717037885841,,0.031010527823533626,,,,1.0,,,,0.0921721693045907,,,,,,0.054572799541645775,,,,,,,0.054833693127756,,0.031010527823533626,,,,,,,1.0,,,,,,2.0,,,,,,,14.0,,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,13.0,,0.0,,,
斑鳩町議会議員選挙（2007年04月22日投票）,斑鳩町議会議員選挙,奈良県,斑鳩町,20070422.0,2007.0,4.0,22.0,20070417.0,64.34,15.0,18.0,1.2,22953.0,,,179.0,任期満了,62.3,,,,斑鳩町議会議員選挙（2007年04月22日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.05555555555555555,0.06666666666666667,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.5333333333333333,0.4,0.06666666666666667,0.547565235257859,0.3572358057667283,0.09519895897541264,0.0547565235257859,0.05103368653810404,0.09519895897541264,14601.0,3.0,52.166666666666664,10.18304691359342,28.0,48.25,54.5,57.5,67.0,51.06666666666667,10.748436578818747,28.0,47.0,54.0,55.5,67.0,,,,1266.0,,,,,,1654.0,,,,,,,11681.0,,,,,,14601.0,,,,0.0867063899732895,,,,,,0.1132799123347716,,,,,,,0.8000136976919389,,,,,,1.0,,,,0.0867063899732895,,,,,,0.0566399561673858,,,,,,,0.053334246512795926,,,,,,,,,1.0,,,,,,2.0,,,,,,,15.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,12.0,,,,,
斑鳩町議会議員選挙（2011年04月24日投票）,斑鳩町議会議員選挙,奈良県,斑鳩町,20110424.0,2011.0,4.0,24.0,20110419.0,58.78,15.0,19.0,1.2666666666666666,22978.0,,,25.0,任期満了,64.34,,,,斑鳩町議会議員選挙（2011年04月24日投票）,1.0,19.0,15.0,1.2666666666666666,0.0,0.0,0.0,0.10526315789473684,0.06666666666666667,0.6842105263157895,0.21052631578947367,0.10526315789473684,0.8666666666666667,0.0,0.13333333333333333,0.8303377463517376,0.07977207762900557,0.0898901760192568,0.06387213433474905,0.01994301940725139,0.0449450880096284,13294.0,3.0,,,,,,,,,,,,,,,,,,1213.0,,,,,,1528.0,,,,,,,10553.0,,,,,,13294.0,,,,0.09124417030239206,,,,,,0.11493907025725891,,,,,,,0.793816759440349,,,,,,1.0,,,,0.09124417030239206,,,,,,0.057469535128629456,,,,,,,0.049613547465021814,,,,,,,,,1.0,,,,,,2.0,,,,,,,16.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,12.0,,,,,
斑鳩町議会議員選挙（2015年04月26日投票）,斑鳩町議会議員選挙,奈良県,斑鳩町,20150426.0,2015.0,4.0,26.0,20150421.0,57.44,13.0,16.0,1.2307692307692308,22639.0,,,-339.0,任期満了,58.78,,,,斑鳩町議会議員選挙（2015年04月26日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.1875,0.23076923076923078,0.5625,0.4375,0.0,0.6153846153846154,0.38461538461538464,0.0,0.6180626024510186,0.3819373975489813,,0.06867362249455762,0.05456248536414019,,12811.0,3.0,51.8125,10.812138722288019,30.0,43.25,55.0,62.0,65.0,51.0,11.094003924504582,30.0,41.0,54.0,62.0,63.0,,,,1133.0,,,,,,1598.0,,,,,,,10080.0,,,,,,12811.0,,,,0.08843962219967216,,,,,,0.1247365545234564,,,,,,,0.7868238232768714,,,,,,1.0,,,,0.08843962219967216,,,,,,0.0623682772617282,,,,,,,0.06052490948283626,,,,,,,,,1.0,,,,,,2.0,,,,,,,13.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,10.0,,,,,
斑鳩町議会議員選挙（2019年04月21日投票）,斑鳩町議会議員選挙,奈良県,斑鳩町,20190421.0,2019.0,4.0,21.0,20190416.0,,13.0,17.0,1.3076923076923077,,,,,任期満了,57.44,,,,斑鳩町議会議員選挙（2019年04月21日投票）,1.0,17.0,13.0,1.3076923076923077,0.0,0.0,0.0,0.23529411764705882,0.23076923076923078,0.5294117647058824,0.47058823529411764,0.0,0.6153846153846154,0.38461538461538464,0.0,0.5558265795892674,0.44417342041073254,,0.06175850884325193,0.05552167755134157,,12709.0,4.0,55.470588235294116,11.79789436377039,32.0,45.0,58.0,66.0,69.0,54.69230769230769,12.596608917205366,32.0,44.0,58.0,66.0,68.0,,,,1049.0,,,,,,1562.0,1330.0,,,,,,8768.0,,,,,,12709.0,,,,0.08253993233141868,,,,,,0.12290502793296089,0.10465024785585018,,,,,,0.6899047918797703,,,,,,1.0,,,,0.08253993233141868,,,,,,0.061452513966480445,0.10465024785585018,,,,,,0.05306959937536694,,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,13.0,,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,9.0,,,,,
明日香村議会議員補欠選挙（2015年10月04日投票）,明日香村議会議員補欠選挙,奈良県,明日香村,20151004.0,2015.0,10.0,4.0,20150929.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,明日香村議会議員補欠選挙（2015年10月04日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
明日香村議会議員選挙（2009年06月07日投票）,明日香村議会議員選挙,奈良県,明日香村,20090607.0,2009.0,6.0,7.0,20090602.0,82.29,10.0,11.0,1.1,5279.0,,,,任期満了,,,,,明日香村議会議員選挙（2009年06月07日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.7048038988164307,0.29519610118356926,,0.08810048735205384,0.09839870039452309,,4309.0,2.0,61.63636363636363,6.456465783478074,51.0,58.5,60.0,66.0,72.0,62.1,6.59469483751902,51.0,60.0,61.0,67.0,72.0,,,,,,,,,,432.0,,,,,,,3877.0,,,,,,4309.0,,,,,,,,,,0.10025527964724994,,,,,,,0.8997447203527501,,,,,,1.0,,,,,,,,,,0.10025527964724994,,,,,,,0.089974472035275,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,
明日香村議会議員選挙（2013年06月02日投票）,明日香村議会議員選挙,奈良県,明日香村,20130602.0,2013.0,6.0,2.0,20130528.0,無投票,10.0,10.0,1.0,,,,,任期満了,82.29,,,,明日香村議会議員選挙（2013年06月02日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.0,0.1,0.9,0.0,0.1,,,,,,,0.0,2.0,64.7,6.017474553332153,55.0,61.75,64.0,67.5,76.0,64.7,6.017474553332153,55.0,61.75,64.0,67.5,76.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,
明日香村議会議員選挙（2017年06月04日投票）,明日香村議会議員選挙,奈良県,明日香村,20170604.0,2017.0,6.0,4.0,20170530.0,無投票,10.0,10.0,1.0,4908.0,,,,任期満了,,,,,明日香村議会議員選挙（2017年06月04日投票）,1.0,10.0,9.0,1.1111111111111112,1.0,1.0,0.0,0.1,0.1111111111111111,0.9,0.1,0.0,0.8888888888888888,0.1111111111111111,0.0,,,,,,,3646.0,0.0,63.5,9.73909646733207,44.0,59.5,68.0,69.5,76.0,63.0,10.143416036468626,44.0,59.0,68.0,70.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明日香村議会議員選挙（2021年06月06日投票）,明日香村議会議員選挙,奈良県,明日香村,20210606.0,2021.0,6.0,6.0,20210601.0,無投票,9.0,9.0,1.0,4747.0,2250.0,2497.0,-161.0,任期満了,,,,,明日香村議会議員選挙（2021年06月06日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,,,,,,,0.0,3.0,59.0,8.640987597877148,48.0,53.0,54.0,65.0,72.0,59.0,8.640987597877148,48.0,53.0,54.0,65.0,72.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,7.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,7.0,,,,,
曽爾村議会議員選挙（2007年04月22日投票）,曽爾村議会議員選挙,奈良県,曽爾村,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,8.0,8.0,1.0,1820.0,,,,任期満了,,,,,曽爾村議会議員選挙（2007年04月22日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.375,0.5,0.125,0.375,0.5,0.125,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
曽爾村議会議員選挙（2011年04月24日投票）,曽爾村議会議員選挙,奈良県,曽爾村,20110424.0,2011.0,4.0,24.0,20110419.0,88.14,8.0,9.0,1.125,1652.0,,,-168.0,任期満了,,,,,曽爾村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.6164002779708131,0.38359972202918696,,0.10273337966180218,0.12786657400972898,,1439.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.0,,,,,,1439.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
曽爾村議会議員選挙（2015年04月26日投票）,曽爾村議会議員選挙,奈良県,曽爾村,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,8.0,8.0,1.0,,,,,任期満了,88.14,,,,曽爾村議会議員選挙（2015年04月26日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.75,0.0,0.25,0.75,0.0,,,,,,,0.0,1.0,67.75,3.929058411375428,61.0,66.0,67.0,69.0,75.0,67.75,3.929058411375428,61.0,66.0,67.0,69.0,75.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
曽爾村議会議員選挙（2019年04月21日投票）,曽爾村議会議員選挙,奈良県,曽爾村,20190421.0,2019.0,4.0,21.0,20190416.0,,8.0,9.0,1.125,,,,,任期満了,,,,,曽爾村議会議員選挙（2019年04月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.5,0.5,0.0,0.41404805914972276,0.5859519408502772,,0.10351201478743069,0.11719038817005545,,1082.0,1.0,67.44444444444444,8.577892918052791,45.0,66.0,70.0,71.0,76.0,66.625,8.75981592272349,45.0,65.75,69.5,71.0,76.0,,,,,,,,,,,,,,,,,1082.0,,,,,,1082.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
東吉野村議会議員選挙（2006年03月12日投票）,東吉野村議会議員選挙,奈良県,東吉野村,20060312.0,2006.0,3.0,12.0,20060307.0,89.09,8.0,11.0,1.375,2511.0,,,,解散,,,,,東吉野村議会議員選挙（2006年03月12日投票）,1.0,11.0,8.0,1.375,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.5454545454545454,0.0,0.0,0.5,0.0,,0.5226960110041265,,,0.08711600183402109,,2181.0,1.0,57.90909090909091,8.140298692917684,43.0,53.5,58.0,63.5,73.0,57.625,9.177928687890313,43.0,52.5,56.5,64.5,73.0,,,,,,,,,,,,,,,,,2181.0,,,,,,2181.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
東吉野村議会議員選挙（2010年04月25日投票）,東吉野村議会議員選挙,奈良県,東吉野村,20100425.0,2010.0,4.0,25.0,20100420.0,88.63,8.0,10.0,1.25,2198.0,,,-313.0,任期満了,89.09,,,,東吉野村議会議員選挙（2010年04月25日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.5,0.0,0.3926892950391645,0.6073107049608355,,0.09817232375979112,0.10121845082680592,,1915.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915.0,,,,,,1915.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
