,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_とうごうの未来を創る会,得票数_みんなの党,得票数_公明党,得票数_公民,得票数_国民新党,得票数_国民民主党,得票数_女性党,得票数_女性党（光岡）,得票数_幸福実現党,得票数_改革尾張旭,得票数_新風をおこす会,得票数_日本一愛知の会,得票数_日本共産党,得票数_日本労働党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_減税尾張旭,得票数_減税日本,得票数_減税日本一,得票数_減税瀬戸,得票数_無所属,得票数_無所属の会,得票数_生活なごや,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_良識の風,得票数_sum_v,得票率_NHKから国民を守る党,得票率_とうごうの未来を創る会,得票率_みんなの党,得票率_公明党,得票率_公民,得票率_国民新党,得票率_国民民主党,得票率_女性党,得票率_女性党（光岡）,得票率_幸福実現党,得票率_改革尾張旭,得票率_新風をおこす会,得票率_日本一愛知の会,得票率_日本共産党,得票率_日本労働党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_減税尾張旭,得票率_減税日本,得票率_減税日本一,得票率_減税瀬戸,得票率_無所属,得票率_無所属の会,得票率_生活なごや,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_良識の風,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_とうごうの未来を創る会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_女性党,一人あたり得票率_女性党（光岡）,一人あたり得票率_幸福実現党,一人あたり得票率_改革尾張旭,一人あたり得票率_新風をおこす会,一人あたり得票率_日本一愛知の会,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_減税尾張旭,一人あたり得票率_減税日本,一人あたり得票率_減税日本一,一人あたり得票率_減税瀬戸,一人あたり得票率_無所属,一人あたり得票率_無所属の会,一人あたり得票率_生活なごや,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_良識の風,立候補者数_NHKから国民を守る党,立候補者数_とうごうの未来を創る会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公民,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_女性党,立候補者数_女性党（光岡）,立候補者数_幸福実現党,立候補者数_改革尾張旭,立候補者数_新風をおこす会,立候補者数_日本一愛知の会,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_減税尾張旭,立候補者数_減税日本,立候補者数_減税日本一,立候補者数_減税瀬戸,立候補者数_無所属,立候補者数_無所属の会,立候補者数_生活なごや,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_良識の風,当選者数_NHKから国民を守る党,当選者数_とうごうの未来を創る会,当選者数_みんなの党,当選者数_公明党,当選者数_公民,当選者数_国民新党,当選者数_国民民主党,当選者数_女性党,当選者数_女性党（光岡）,当選者数_幸福実現党,当選者数_改革尾張旭,当選者数_新風をおこす会,当選者数_日本一愛知の会,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_減税尾張旭,当選者数_減税日本,当選者数_減税日本一,当選者数_減税瀬戸,当選者数_無所属,当選者数_無所属の会,当選者数_生活なごや,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_良識の風
武豊町議会議員選挙（2011年04月24日投票）,武豊町議会議員選挙,愛知県,武豊町,20110424.0,2011.0,4.0,24.0,20110419.0,53.65,18.0,20.0,1.1111111111111112,32827.0,,,826.0,任期満了,59.28,,,,武豊町議会議員選挙（2011年04月24日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.7,0.25,0.05,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7371795425230475,0.18931978204200647,0.07350067543494615,0.052655681608789105,0.037863956408401296,0.07350067543494615,17373.99,3.0,54.95,8.946926846688754,39.0,47.75,55.0,61.0,72.0,55.611111111111114,8.570873732777184,40.0,48.5,55.0,61.0,72.0,,,,2099.0,,,,,,,,,,1193.0,,,,,,,,,14081.989999999998,,,,,,,,,,,17373.989999999998,,,,0.1208127781816382,,,,,,,,,,0.06866586201557616,,,,,,,,,0.8105213598027856,,,,,,,,,,,1.0,,,,0.0604063890908191,,,,,,,,,,0.03433293100778808,,,,,,,,,0.0506575849876741,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,16.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,14.0,,,,,,,,,,
武豊町議会議員選挙（2015年04月26日投票）,武豊町議会議員選挙,愛知県,武豊町,20150426.0,2015.0,4.0,26.0,20150421.0,51.2,16.0,18.0,1.125,33087.0,,,260.0,任期満了,53.65,,,,武豊町議会議員選挙（2015年04月26日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7222222222222222,0.2777777777777778,0.0,0.75,0.25,0.0,0.701541784150219,0.29845821584978105,,0.05396475262693992,0.05969164316995621,,16669.0,3.0,57.833333333333336,8.247895354439082,44.0,51.25,58.5,62.75,71.0,57.375,8.550402037331343,44.0,50.75,58.5,62.25,71.0,,,,2376.0,,,,,,,,,,1404.0,,,,,,,,,12889.0,,,,,,,,,,,16669.0,,,,0.14254004439378487,,,,,,,,,,0.08422820805087287,,,,,,,,,0.7732317475553423,,,,,,,,,,,1.0,,,,0.07127002219689244,,,,,,,,,,0.04211410402543644,,,,,,,,,0.05523083911109588,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,14.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,13.0,,,,,,,,,,
武豊町議会議員選挙（2019年04月21日投票）,武豊町議会議員選挙,愛知県,武豊町,20190421.0,2019.0,4.0,21.0,20190416.0,,16.0,17.0,1.0625,,,,,任期満了,51.2,,,,武豊町議会議員選挙（2019年04月21日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.17647058823529413,0.1875,0.8235294117647058,0.17647058823529413,0.0,0.875,0.125,0.0,0.8409800680905163,0.1590199319094837,,0.060070004863608306,0.053006643969827905,,14406.999,3.0,61.705882352941174,9.398151920221919,48.0,54.0,62.0,69.0,76.0,60.8125,8.959762482900985,48.0,53.5,60.0,67.5,75.0,,,,2400.0,,,,,,,,,,1144.0,,,,,,,,,10862.999,,,,,,,,,,,14406.999,,,,0.166585699075845,,,,,,,,,,0.07940584989281946,,,,,,,,,0.7540084510313355,,,,,,,,,,,1.0,,,,0.0832928495379225,,,,,,,,,,0.03970292494640973,,,,,,,,,0.0580006500793335,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,13.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,12.0,,,,,,,,,,
江南市議会議員選挙（2007年04月22日投票）,江南市議会議員選挙,愛知県,江南市,20070422.0,2007.0,4.0,22.0,20070415.0,60.19,24.0,29.0,1.2083333333333333,78747.0,,,,任期満了,,,,,江南市議会議員選挙（2007年04月22日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.10344827586206896,0.125,0.6551724137931034,0.3103448275862069,0.034482758620689655,0.75,0.25,0.0,0.6904675296886702,0.3006526158125602,0.008879854498769659,0.03634039629940369,0.03340584620139558,0.008879854498769659,46735.0,5.0,59.689655172413794,10.951628593346797,27.0,53.0,60.0,65.0,93.0,59.083333333333336,9.322538400147367,27.0,54.5,60.5,65.0,73.0,,,,6240.18,,,,,,,,,,4342.0,,,,2374.0,,,,,31733.82,,,2045.0,,,,,,,,46735.0,,,,0.13352262758104205,,,,,,,,,,0.09290681502086232,,,,0.050797047180913664,,,,,0.6790161549160159,,,0.04375735530116615,,,,,,,,1.0,,,,0.04450754252701402,,,,,,,,,,0.03096893834028744,,,,0.050797047180913664,,,,,0.03233410261504838,,,0.04375735530116615,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,1.0,,,,,21.0,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,1.0,,,,,17.0,,,1.0,,,,,,,
江南市議会議員選挙（2011年04月24日投票）,江南市議会議員選挙,愛知県,江南市,20110424.0,2011.0,4.0,24.0,20110417.0,52.36,22.0,25.0,1.1363636363636365,79472.0,,,725.0,任期満了,60.19,,,,江南市議会議員選挙（2011年04月24日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.16,0.18181818181818182,0.84,0.12,0.04,0.9090909090909091,0.045454545454545456,0.045454545454545456,0.8724079043669187,0.08175164674310807,0.045840448889973164,0.041543233541281845,0.027250548914369357,0.045840448889973164,40990.0,6.0,60.08,8.975165736631274,31.0,55.0,62.0,67.0,72.0,60.68181818181818,8.93097960440034,31.0,55.25,62.0,67.0,72.0,,,1879.0,6030.65,,,,,,,,,,4605.0,,,,1556.0,,,,,23885.35,,,3034.0,,,,,,,,40990.0,,,0.045840448889973164,0.14712490851427176,,,,,,,,,,0.11234447426201513,,,,0.037960478165406195,,,,,0.5827116369846304,,,0.07401805318370334,,,,,,,,1.0,,,0.045840448889973164,0.04904163617142392,,,,,,,,,,0.037448158087338375,,,,0.037960478165406195,,,,,0.0364194773115394,,,0.07401805318370334,,,,,,,,,,1.0,3.0,,,,,,,,,,3.0,,,,1.0,,,,,16.0,,,1.0,,,,,,,,,,1.0,3.0,,,,,,,,,,3.0,,,,1.0,,,,,13.0,,,1.0,,,,,,,
江南市議会議員選挙（2015年04月26日投票）,江南市議会議員選挙,愛知県,江南市,20150426.0,2015.0,4.0,26.0,20150419.0,53.63,22.0,27.0,1.2272727272727273,,,,,任期満了,52.36,,,,江南市議会議員選挙（2015年04月26日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.1111111111111111,0.13636363636363635,0.5925925925925926,0.37037037037037035,0.037037037037037035,0.6363636363636364,0.3181818181818182,0.045454545454545456,0.6065354574463018,0.33064604467304853,0.06281849788064961,0.03790846609039386,0.03306460446730485,0.06281849788064961,41994.0,5.0,58.18518518518518,12.211218391108076,32.0,49.5,60.0,68.5,74.0,58.90909090909091,12.40567718612253,32.0,52.25,60.5,70.25,74.0,,,,5303.0,,,,,,,,,,5056.0,,,,1963.0,,,,,27034.0,,,2638.0,,,,,,,,41994.0,,,,0.12627994475401247,,,,,,,,,,0.1203981521169691,,,,0.0467447730628185,,,,,0.6437586321855503,,,0.06281849788064961,,,,,,,,1.0,,,,0.04209331491800416,,,,,,,,,,0.04013271737232303,,,,0.0467447730628185,,,,,0.033882033272923696,,,0.06281849788064961,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,1.0,,,,,19.0,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,1.0,,,,,14.0,,,1.0,,,,,,,
江南市議会議員選挙（2019年04月21日投票）,江南市議会議員選挙,愛知県,江南市,20190421.0,2019.0,4.0,21.0,20190414.0,45.93,22.0,28.0,1.2727272727272727,81840.0,,,,任期満了,53.63,,,,江南市議会議員選挙（2019年04月21日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.07142857142857142,0.09090909090909091,0.6071428571428571,0.35714285714285715,0.03571428571428571,0.5909090909090909,0.36363636363636365,0.045454545454545456,0.6291868774686828,0.3245826420189188,0.04623048051239851,0.03701099279227546,0.03245826420189188,0.04623048051239851,37139.999,4.0,56.92857142857143,12.42672400062684,27.0,49.5,57.5,67.0,77.0,57.36363636363637,11.914641315874785,36.0,48.5,57.5,66.25,77.0,,,,4601.419,,,,,,,,,,3968.0,,,,,,,,,26668.58,,,1902.0,,,,,,,,37139.999,,,,0.1238938913272453,,,,,,,,,,0.10683899049108751,,,,,,,,,0.7180554851388122,,,0.05121163304285495,,,,,,,,1.0,,,,0.04129796377574844,,,,,,,,,,0.0356129968303625,,,,,,,,,0.03419311833994344,,,0.05121163304285495,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,21.0,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,16.0,,,1.0,,,,,,,
津島市議会議員補欠選挙（2014年04月27日投票）,津島市議会議員補欠選挙,愛知県,津島市,20140427.0,2014.0,4.0,27.0,20140420.0,,1.0,2.0,2.0,,,,,その他,,,,,津島市議会議員補欠選挙（2014年04月27日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,19349.0,2.0,41.0,16.0,25.0,33.0,41.0,49.0,57.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,6737.0,,,,,,,,,12612.0,,,,,,,,,,,19349.0,,,,,,,,,,,,,,0.34818336864954263,,,,,,,,,0.6518166313504574,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.34818336864954263,,,,,,,,,0.6518166313504574,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,
津島市議会議員選挙（1999年04月25日投票）,津島市議会議員選挙,愛知県,津島市,19990425.0,1999.0,4.0,25.0,19990418.0,68.91,25.0,31.0,1.24,50083.0,,,,任期満了,,,,,津島市議会議員選挙（1999年04月25日投票）,1.0,31.0,25.0,1.24,0.0,0.0,0.0,0.03225806451612903,0.04,0.6451612903225806,0.2903225806451613,0.06451612903225806,0.76,0.16,0.08,0.7068209686409105,0.2345428143976063,0.058636216961483176,0.035341048432045524,0.026060312710845145,0.029318108480741588,34089.0,4.0,56.806451612903224,7.780950082293457,43.0,51.5,57.0,61.5,74.0,56.36,8.250478773986393,43.0,50.0,56.0,62.0,74.0,,,,2641.0,,,,,,,,,,2702.66,,,,2175.0,,,,,26570.339999999997,,,,,,,,,,,34089.0,,,,0.07747367185895744,,,,,,,,,,0.07928246648478982,,,,0.063803573000088,,,,,0.7794402886561647,,,,,,,,,,,1.0,,,,0.03873683592947872,,,,,,,,,,0.026427488828263273,,,,0.031901786500044,,,,,0.03247667869400686,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,2.0,,,,,24.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,2.0,,,,,19.0,,,,,,,,,,
津島市議会議員選挙（2003年04月27日投票）,津島市議会議員選挙,愛知県,津島市,20030427.0,2003.0,4.0,27.0,20030420.0,65.29,25.0,29.0,1.16,52022.0,,,1939.0,任期満了,68.91,,,,津島市議会議員選挙（2003年04月27日投票）,1.0,29.0,25.0,1.16,0.0,0.0,0.0,0.10344827586206896,0.12,0.6551724137931034,0.3448275862068966,0.0,0.76,0.24,0.0,0.7001411453797411,0.29985885462025885,,0.0368495339673548,0.029985885462025887,,33299.0,4.0,57.172413793103445,8.925241097940237,29.0,50.0,56.0,63.0,73.0,57.8,6.887670143089026,48.0,52.0,56.0,63.0,73.0,,,,3090.0,,,,,,,,,,2678.26,,,,2334.0,,,,,25196.739999999998,,,,,,,,,,,33299.0,,,,0.09279557944683023,,,,,,,,,,0.08043064356286976,,,,0.07009219496080964,,,,,0.7566815820294903,,,,,,,,,,,1.0,,,,0.046397789723415114,,,,,,,,,,0.026810214520956586,,,,0.03504609748040482,,,,,0.034394617364976836,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,2.0,,,,,22.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,2.0,,,,,19.0,,,,,,,,,,
津島市議会議員選挙（2007年04月22日投票）,津島市議会議員選挙,愛知県,津島市,20070422.0,2007.0,4.0,22.0,20070415.0,60.81,23.0,28.0,1.2173913043478262,51781.0,,,-241.0,任期満了,65.29,,,,津島市議会議員選挙（2007年04月22日投票）,1.0,28.0,23.0,1.2173913043478262,0.0,0.0,0.0,0.14285714285714285,0.17391304347826086,0.7142857142857143,0.25,0.03571428571428571,0.782608695652174,0.17391304347826086,0.043478260869565216,0.7012358210879093,0.24085621294147977,0.05790796597061098,0.03506179105439546,0.03440803042021139,0.05790796597061098,31032.0,4.0,59.035714285714285,8.686944814149658,29.0,54.0,58.5,65.25,77.0,58.47826086956522,8.943637841783987,29.0,54.0,58.0,63.0,77.0,,,,2846.0,,,,,,,,,,2368.0,,,,1771.0,,,,,24047.0,,,,,,,,,,,31032.0,,,,0.0917117813869554,,,,,,,,,,0.07630832688837329,,,,0.057070121165248774,,,,,0.7749097705594226,,,,,,,,,,,1.0,,,,0.0458558906934777,,,,,,,,,,0.038154163444186644,,,,0.028535060582624387,,,,,0.03522317138906466,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,2.0,,,,,22.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,2.0,,,,,17.0,,,,,,,,,,
津島市議会議員選挙（2011年04月24日投票）,津島市議会議員選挙,愛知県,津島市,20110424.0,2011.0,4.0,24.0,20110417.0,55.09,20.0,26.0,1.3,51871.0,,,90.0,任期満了,60.81,,,,津島市議会議員選挙（2011年04月24日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.6153846153846154,0.34615384615384615,0.038461538461538464,0.75,0.25,0.0,0.6601922347350168,0.3167439348422879,0.023063830422695258,0.04126201467093855,0.03519377053803199,0.023063830422695258,28124.989999999998,5.0,,,,,,,,,,,,,,,,,665.16,3090.0,,,,,,,,,,2074.0,,,,1807.0,,,,,20488.829999999998,,,,,,,,,,,28124.989999999998,,,0.02365014174227262,0.10986670573038426,,,,,,,,,,0.07374224844168834,,,,0.0642489117329464,,,,,0.7284919923527083,,,,,,,,,,,1.0,,,0.02365014174227262,0.05493335286519213,,,,,,,,,,0.03687112422084417,,,,0.0642489117329464,,,,,0.03642459961763542,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,2.0,,,,1.0,,,,,20.0,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,2.0,,,,1.0,,,,,15.0,,,,,,,,,,
津島市議会議員選挙（2015年04月26日投票）,津島市議会議員選挙,愛知県,津島市,20150426.0,2015.0,4.0,26.0,20150419.0,50.88,20.0,26.0,1.3,,,,,任期満了,55.09,,,,津島市議会議員選挙（2015年04月26日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.11538461538461539,0.15,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.8,0.2,0.0,0.7213050196335258,0.240725252019847,0.037969728346627256,0.04508156372709536,0.030090656502480877,0.018984864173313628,25621.989999999998,6.0,54.42307692307692,12.06129562157424,26.0,46.25,59.5,62.75,70.0,55.15,12.075905763130152,26.0,48.25,60.5,63.25,70.0,,,,2589.0,,,,,,,,,,2148.0,,,444.0,2385.0,,,,,17490.99,,,,,565.0,,,,,,25621.99,,,,0.10104601555148526,,,,,,,,,,0.0838342376997259,,,0.017328864775920994,0.09308410470849453,,,,,0.6826554065472666,,,,,0.02205137071710667,,,,,,1.0,,,,0.05052300777574263,,,,,,,,,,0.04191711884986295,,,0.017328864775920994,0.09308410470849453,,,,,0.03592923192354035,,,,,0.02205137071710667,,,,,,,,,2.0,,,,,,,,,,2.0,,,1.0,1.0,,,,,19.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,0.0,1.0,,,,,15.0,,,,,0.0,,,,,
津島市議会議員選挙（2019年04月21日投票）,津島市議会議員選挙,愛知県,津島市,20190421.0,2019.0,4.0,21.0,20190414.0,43.65,18.0,24.0,1.3333333333333333,52155.0,,,,任期満了,50.88,,,,津島市議会議員選挙（2019年04月21日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.20833333333333334,0.16666666666666666,0.625,0.375,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7537536089887997,0.24624639101120027,,0.050250240599253315,0.027360710112355587,,22444.999,5.0,52.583333333333336,12.799468304929267,25.0,42.75,54.5,64.5,71.0,54.833333333333336,13.73660964155437,25.0,47.0,61.5,66.0,71.0,,,,2558.0,,,811.0,,,,,,,2381.0,,,,,,,,,13944.999,,,,2750.0,,,,,,,22444.999,,,,0.11396748113020633,,,0.036132770600702635,,,,,,,0.10608153736161895,,,,,,,,,0.6212964856893065,,,,0.12252172521816553,,,,,,,1.0,,,,0.056983740565103164,,,0.036132770600702635,,,,,,,0.035360512453872985,,,,,,,,,0.036546852099370974,,,,0.12252172521816553,,,,,,,,,,2.0,,,1.0,,,,,,,3.0,,,,,,,,,17.0,,,,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,2.0,,,,,,,,,12.0,,,,1.0,,,,,,
清須市議会議員補欠選挙（2017年07月23日投票）,清須市議会議員補欠選挙,愛知県,清須市,20170723.0,2017.0,7.0,23.0,20170716.0,42.98,2.0,3.0,1.5,54404.0,,,,任期満了,,,,,清須市議会議員補欠選挙（2017年07月23日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,21041.0,0.0,60.666666666666664,6.182412330330469,52.0,58.0,64.0,65.0,66.0,59.0,7.0,52.0,55.5,59.0,62.5,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清須市議会議員選挙（2006年04月23日投票）,清須市議会議員選挙,愛知県,清須市,20060423.0,2006.0,4.0,23.0,20060416.0,63.27,24.0,38.0,1.5833333333333333,43453.0,,,,任期満了,,,,,清須市議会議員選挙（2006年04月23日投票）,1.0,38.0,24.0,1.5833333333333333,0.0,0.0,0.0,0.15789473684210525,0.16666666666666666,0.868421052631579,0.13157894736842105,0.0,0.9166666666666666,0.08333333333333333,0.0,0.922229376701744,0.07777062329825593,,0.027946344748537695,0.015554124659651187,,27178.0,5.0,58.10526315789474,8.555667477373083,34.0,54.0,61.0,63.75,76.0,57.416666666666664,8.025566785107593,34.0,54.0,61.0,62.0,67.0,,,,3226.0,,,,,70.0,,,,,1687.9,,,,1423.0,,,,,20771.1,,,,,,,,,,,27178.0,,,,0.11869894767826919,,,,,0.0025756126278607696,,,,,0.06210537935094562,,,,0.05235852527779822,,,,,0.7642615350651262,,,,,,,,,,,1.0,,,,0.039566315892756394,,,,,0.0025756126278607696,,,,,0.020701793116981875,,,,0.02617926263889911,,,,,0.02635384603672849,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,3.0,,,,2.0,,,,,29.0,,,,,,,,,,,,,,3.0,,,,,0.0,,,,,1.0,,,,1.0,,,,,19.0,,,,,,,,,,
清須市議会議員選挙（2010年04月18日投票）,清須市議会議員選挙,愛知県,清須市,20100418.0,2010.0,4.0,18.0,20100411.0,56.26,24.0,28.0,1.1666666666666667,51430.0,,,7977.0,任期満了,63.27,,,,清須市議会議員選挙（2010年04月18日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.17857142857142858,0.20833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.03571428571428571,,,28587.0,5.0,,,,,,,,,,,,,,,,,,3820.0,,,,109.0,,,,,,1808.0,,,,2930.0,,,,,19920.0,,,,,,,,,,,28587.0,,,,0.13362717319061113,,,,0.0038129219575331443,,,,,,0.0632455311855039,,,,0.10249414069332213,,,,,0.6968202329730298,,,,,,,,,,,1.0,,,,0.044542391063537044,,,,0.0038129219575331443,,,,,,0.03162276559275195,,,,0.025623535173330533,,,,,0.03871223516516832,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,2.0,,,,4.0,,,,,18.0,,,,,,,,,,,,,,3.0,,,,0.0,,,,,,2.0,,,,3.0,,,,,16.0,,,,,,,,,,
清須市議会議員選挙（2014年04月20日投票）,清須市議会議員選挙,愛知県,清須市,20140420.0,2014.0,4.0,20.0,20140413.0,51.34,22.0,28.0,1.2727272727272727,,,,,任期満了,56.26,,,,清須市議会議員選挙（2014年04月20日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.07142857142857142,0.09090909090909091,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.6818181818181818,0.18181818181818182,0.13636363636363635,0.6584756195504586,0.19144076460231602,0.15008361584722527,0.03658197886391437,0.031906794100386,0.037520903961806316,26134.998000000003,4.0,,,,,,,,,,,,,,,,,,3513.0,,,,,,,,,,1547.9989999999998,,,,793.0,,,,,20280.999,,,,,,,,,,,26134.998,,,,0.13441745815323958,,,,,,,,,,0.05923088266545878,,,,0.030342454971682035,,,,,0.7760092042096196,,,,,,,,,,,1.0,,,,0.04480581938441319,,,,,,,,,,0.02961544133272939,,,,0.030342454971682035,,,,,0.0352731456458918,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,1.0,,,,,22.0,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,1.0,,,,,17.0,,,,,,,,,,
清須市議会議員選挙（2018年04月15日投票）,清須市議会議員選挙,愛知県,清須市,20180415.0,2018.0,4.0,15.0,20180408.0,45.82,22.0,25.0,1.1363636363636365,,,,,任期満了,51.34,,,,清須市議会議員選挙（2018年04月15日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.08,0.09090909090909091,,,,,,,,,,,,,24616.999000000003,4.0,59.8,9.19565114605812,39.0,52.0,62.0,67.0,73.0,59.18181818181818,9.627783487180892,39.0,52.0,61.0,67.0,73.0,,,,3578.0,,,,,,,,,,1256.0,,,,,,,,,18630.999,,,,1152.0,,,,,,,24616.999,,,,0.14534671752637274,,,,,,,,,,0.05102165377672559,,,,,,,,,0.7568346978443635,,,,0.04679693085253812,,,,,,,1.0,,,,0.048448905842124246,,,,,,,,,,0.05102165377672559,,,,,,,,,0.037841734892218176,,,,0.04679693085253812,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,20.0,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,17.0,,,,1.0,,,,,,
