,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから自国民を守る党,得票数_あたらしい党,得票数_たちあがれ日本,得票数_たんぽぽ党,得票数_公明党,得票数_国民民主党,得票数_市民の党「自由と責任」,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_権力者から住民を守る党,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから自国民を守る党,得票率_あたらしい党,得票率_たちあがれ日本,得票率_たんぽぽ党,得票率_公明党,得票率_国民民主党,得票率_市民の党「自由と責任」,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_権力者から住民を守る党,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_あたらしい党,一人あたり得票率_たちあがれ日本,一人あたり得票率_たんぽぽ党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_市民の党「自由と責任」,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_権力者から住民を守る党,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから自国民を守る党,立候補者数_あたらしい党,立候補者数_たちあがれ日本,立候補者数_たんぽぽ党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_市民の党「自由と責任」,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_権力者から住民を守る党,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから自国民を守る党,当選者数_あたらしい党,当選者数_たちあがれ日本,当選者数_たんぽぽ党,当選者数_公明党,当選者数_国民民主党,当選者数_市民の党「自由と責任」,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_権力者から住民を守る党,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
西粟倉村議会議員選挙（2011年04月24日投票）,西粟倉村議会議員選挙,岡山県,西粟倉村,20110424.0,2011.0,4.0,24.0,20110419.0,90.08,8.0,9.0,1.125,1331.0,,,-39.0,任期満了,91.61,,,,西粟倉村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.875,0.125,0.0,0.8927364864864865,0.10726351351351351,,0.11159206081081081,0.10726351351351351,,1184.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.0,,,,1184.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,8.0,,,
西粟倉村議会議員選挙（2015年04月26日投票）,西粟倉村議会議員選挙,岡山県,西粟倉村,20150426.0,2015.0,4.0,26.0,20150421.0,85.93,8.0,9.0,1.125,1265.0,,,-66.0,任期満了,90.08,,,,西粟倉村議会議員選挙（2015年04月26日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.5884543761638734,0.41154562383612664,,0.09807572936064557,0.1371818746120422,,1074.0,1.0,62.55555555555556,4.5487754423241595,52.0,61.0,64.0,65.0,68.0,62.25,4.736823830374104,52.0,60.75,62.5,65.5,68.0,,,,,,,,,,,,,,,,1074.0,,,,1074.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,8.0,,,
西粟倉村議会議員選挙（2019年04月21日投票）,西粟倉村議会議員選挙,岡山県,西粟倉村,20190421.0,2019.0,4.0,21.0,20190416.0,,8.0,10.0,1.25,,,,,任期満了,85.93,,,,西粟倉村議会議員選挙（2019年04月21日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.7,0.3,0.0,0.625,0.375,0.0,0.6294859359844811,0.3705140640155189,,0.0899265622834973,0.12350468800517296,,1031.0,1.0,61.6,9.77957054271812,40.0,57.25,65.0,68.75,72.0,60.375,10.511154789080027,40.0,53.5,65.0,68.25,72.0,,,,,,,,,,,,,,,,1031.0,,,,1031.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,8.0,,,
赤磐市議会議員選挙（2005年04月17日投票）,赤磐市議会議員選挙,岡山県,赤磐市,20050417.0,2005.0,4.0,17.0,20050410.0,75.25,26.0,36.0,1.3846153846153846,35994.0,,,,その他,,,,,赤磐市議会議員選挙（2005年04月17日投票）,1.0,36.0,26.0,1.3846153846153846,0.0,0.0,0.0,0.1388888888888889,0.11538461538461539,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.027777777777777776,,26714.0,3.0,57.833333333333336,7.001983845866668,41.0,54.0,57.5,62.25,70.0,57.34615384615385,7.054416552728389,41.0,53.25,57.5,62.0,70.0,,,,,2503.0,,,,1393.0,,,,,,,22818.0,,,,26714.0,,,,,0.0936961892640563,,,,0.052144942726660176,,,,,,,0.8541588680092835,,,,1.0,,,,,0.04684809463202815,,,,0.026072471363330088,,,,,,,0.02669246462529011,,,,,,,,2.0,,,,2.0,,,,,,,32.0,,,,,,,,2.0,,,,2.0,,,,,,,22.0,,,
赤磐市議会議員選挙（2009年03月29日投票）,赤磐市議会議員選挙,岡山県,赤磐市,20090329.0,2009.0,3.0,29.0,20090322.0,67.64,22.0,25.0,1.1363636363636365,36198.0,,,204.0,任期満了,75.25,,,,赤磐市議会議員選挙（2009年03月29日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.16,0.18181818181818182,0.64,0.36,0.0,0.7272727272727273,0.2727272727272727,0.0,0.6956123934289873,0.30438760657101266,,0.043475774589311705,0.03382084517455696,,24045.0,4.0,58.56,6.412986823625945,45.0,55.0,58.0,62.0,74.0,57.86363636363637,5.933690056444676,45.0,53.5,58.0,61.75,67.0,,,,,3291.0,,,,1856.0,,,,1118.0,,,17780.0,,,,24045.0,,,,,0.13686837180286962,,,,0.07718860469952173,,,,0.046496153046371384,,,0.7394468704512372,,,,1.0,,,,,0.06843418590143481,,,,0.03859430234976086,,,,0.046496153046371384,,,0.03697234352256186,,,,,,,,2.0,,,,2.0,,,,1.0,,,20.0,,,,,,,,2.0,,,,2.0,,,,1.0,,,17.0,,,
赤磐市議会議員選挙（2013年03月24日投票）,赤磐市議会議員選挙,岡山県,赤磐市,20130324.0,2013.0,3.0,24.0,20130317.0,65.01,18.0,24.0,1.3333333333333333,36119.0,,,-79.0,任期満了,67.64,,,,赤磐市議会議員選挙（2013年03月24日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.75,0.25,0.0,0.7222222222222222,0.2777777777777778,0.0,0.763792505204719,0.23620749479528105,,0.04243291695581772,0.03936791579921351,,23056.0,3.0,59.958333333333336,6.547767855451878,42.0,56.75,61.0,64.0,71.0,59.111111111111114,6.118177732416091,42.0,56.25,61.0,63.0,67.0,,,,,2979.0,,,,1653.0,,,,,,,18424.0,,,,23056.0,,,,,0.12920714781401804,,,,0.07169500346981263,,,,,,,0.7990978487161693,,,,1.0,,,,,0.06460357390700902,,,,0.03584750173490631,,,,,,,0.039954892435808465,,,,,,,,2.0,,,,2.0,,,,,,,20.0,,,,,,,,2.0,,,,1.0,,,,,,,15.0,,,
赤磐市議会議員選挙（2017年03月26日投票）,赤磐市議会議員選挙,岡山県,赤磐市,20170326.0,2017.0,3.0,26.0,20170319.0,61.44,18.0,22.0,1.2222222222222223,36646.0,,,527.0,任期満了,65.01,,,,赤磐市議会議員選挙（2017年03月26日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.6363636363636364,0.3181818181818182,0.045454545454545456,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7628467994374631,0.19907870979449255,0.03807449076804428,0.05448905710267594,0.028439815684927507,0.03807449076804428,22043.0,4.0,61.31818181818182,6.567041423491346,46.0,56.5,62.0,66.75,71.0,61.611111111111114,6.246233432939039,46.0,58.5,62.0,66.0,71.0,,,,,3100.0,,,198.722,1405.0,,,,,,,17339.278,,,,22043.0,,,,,0.1406342149435195,,,0.009015197568389059,0.06373905548246608,,,,,,,0.7866115320056253,,,,1.0,,,,,0.07031710747175975,,,0.009015197568389059,0.06373905548246608,,,,,,,0.04370064066697918,,,,,,,,2.0,,,1.0,1.0,,,,,,,18.0,,,,,,,,2.0,,,0.0,1.0,,,,,,,15.0,,,
赤磐市議会議員選挙（2021年03月28日投票）,赤磐市議会議員選挙,岡山県,赤磐市,20210328.0,2021.0,3.0,28.0,20210321.0,57.52,18.0,24.0,1.3333333333333333,36040.0,17066.0,18974.0,-606.0,任期満了,61.44,,,,赤磐市議会議員選挙（2021年03月28日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.125,0.16666666666666666,0.7083333333333334,0.2916666666666667,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8228586002184972,0.1771413997815028,,0.048403447071676306,0.025305914254500402,,20294.996,4.0,64.83333333333333,9.732534213770956,36.0,59.75,66.0,70.25,86.0,64.77777777777777,6.988526752673951,50.0,60.5,65.0,70.0,75.0,,,,,2932.0,,,396.084,1775.0,,,,,,,15191.912,,,,20294.996,,,,,0.1444691095282798,,,0.019516337918962883,0.08745998274648589,,,,,,,0.7485545698062716,,,,1.0,,,,,0.0722345547641399,,,0.019516337918962883,0.043729991373242946,,,,,,,0.03939760893717219,,,,,,,,2.0,,,1.0,2.0,,,,,,,19.0,,,,,,,,2.0,,,0.0,2.0,,,,,,,14.0,,,
里庄町議会議員補欠選挙（2006年01月22日投票）,里庄町議会議員補欠選挙,岡山県,里庄町,20060122.0,2006.0,1.0,22.0,20051208.0,74.29,2.0,3.0,1.5,8842.0,,,,その他,,,,,里庄町議会議員補欠選挙（2006年01月22日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,6233.0,1.0,52.333333333333336,10.077477638553983,42.0,45.5,49.0,57.5,66.0,45.5,3.5,42.0,43.75,45.5,47.25,49.0,,,,,,,,,,,,,,,,6233.0,,,,6233.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,
里庄町議会議員補欠選挙（2010年01月24日投票）,里庄町議会議員補欠選挙,岡山県,里庄町,20100124.0,2010.0,1.0,24.0,20100119.0,無投票,1.0,1.0,1.0,8996.0,,,154.0,その他,74.29,,,,里庄町議会議員補欠選挙（2010年01月24日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
里庄町議会議員補欠選挙（2014年01月26日投票）,里庄町議会議員補欠選挙,岡山県,里庄町,20140126.0,2014.0,1.0,26.0,20140121.0,,1.0,2.0,2.0,,,,,その他,,,,,里庄町議会議員補欠選挙（2014年01月26日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,5096.0,1.0,68.0,3.0,65.0,66.5,68.0,69.5,71.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,,,,,,,,,,,,,,,,5096.0,,,,5096.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,
里庄町議会議員選挙（2003年04月27日投票）,里庄町議会議員選挙,岡山県,里庄町,20030427.0,2003.0,4.0,27.0,20030422.0,75.49,10.0,12.0,1.2,8730.0,,,,任期満了,,,,,里庄町議会議員選挙（2003年04月27日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.2,0.8333333333333334,0.16666666666666666,0.0,0.9,0.1,0.0,0.8687317896028216,0.13126821039717834,,0.08687317896028215,0.06563410519858917,,6521.0,2.0,56.75,8.063549673272517,39.0,52.0,56.0,62.25,71.0,57.9,6.4257295305669375,50.0,52.5,56.0,61.5,71.0,,,,,,,,,656.0,,,,,,,5865.0,,,,6521.0,,,,,,,,,0.10059806778101518,,,,,,,0.8994019322189848,,,,1.0,,,,,,,,,0.10059806778101518,,,,,,,0.0817638120199077,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,1.0,,,,,,,9.0,,,
里庄町議会議員選挙（2007年04月22日投票）,里庄町議会議員選挙,岡山県,里庄町,20070422.0,2007.0,4.0,22.0,20070417.0,71.95,10.0,12.0,1.2,8788.0,,,58.0,任期満了,75.49,,,,里庄町議会議員選挙（2007年04月22日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.1,0.75,0.08333333333333333,0.16666666666666666,0.8,0.0,0.2,0.7361532322426177,0.02905027932960894,0.23479648842777334,0.08179480358251308,0.02905027932960894,0.11739824421388667,6265.0,2.0,59.333333333333336,7.397447007057382,43.0,55.5,60.0,64.5,70.0,59.0,7.9498427657407165,43.0,54.5,60.0,65.5,70.0,,,,,,,,,528.0,,,,,,,5737.0,,,,6265.0,,,,,,,,,0.08427773343974461,,,,,,,0.9157222665602553,,,,1.0,,,,,,,,,0.08427773343974461,,,,,,,0.08324747877820503,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,1.0,,,,,,,9.0,,,
里庄町議会議員選挙（2011年04月24日投票）,里庄町議会議員選挙,岡山県,里庄町,20110424.0,2011.0,4.0,24.0,20110419.0,69.14,10.0,12.0,1.2,8899.0,,,111.0,任期満了,71.95,,,,里庄町議会議員選挙（2011年04月24日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.75,0.16666666666666666,0.08333333333333333,0.8,0.1,0.1,0.7135090609555189,0.1341021416803954,0.15238879736408567,0.07927878455061321,0.0670510708401977,0.15238879736408567,6070.0,1.0,,,,,,,,61.5,7.864477096412704,47.0,55.0,63.0,67.0,74.0,,,,,,,,,,,,,,,,6070.0,,,,6070.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,10.0,,,
里庄町議会議員選挙（2015年04月26日投票）,里庄町議会議員選挙,岡山県,里庄町,20150426.0,2015.0,4.0,26.0,20150421.0,65.81,10.0,12.0,1.2,8860.0,,,-39.0,任期満了,69.14,,,,里庄町議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.2,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.7,0.2,0.1,0.6098340248962656,0.3052766251728907,0.08488934993084371,0.08711914641375222,0.07631915629322268,0.08488934993084371,5784.0,2.0,64.0,7.831560082980487,51.0,57.0,66.5,71.25,74.0,62.5,7.749193506423749,51.0,55.0,64.0,67.75,74.0,,,,,,,,,488.9,,,,,,,5295.1,,,,5784.0,,,,,,,,,0.08452627939142461,,,,,,,0.9154737206085755,,,,1.0,,,,,,,,,0.08452627939142461,,,,,,,0.08322488369168868,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,1.0,,,,,,,9.0,,,
里庄町議会議員選挙（2019年04月21日投票）,里庄町議会議員選挙,岡山県,里庄町,20190421.0,2019.0,4.0,21.0,20190416.0,,10.0,11.0,1.1,,,,,任期満了,65.81,,,,里庄町議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.8181818181818182,0.18181818181818182,0.0,0.9,0.1,0.0,0.8622468686966529,0.1377531313033471,,0.09580520763296144,0.06887656565167355,,5037.998,2.0,66.45454545454545,8.53190415029096,55.0,57.5,70.0,74.0,78.0,65.5,8.369587803470372,55.0,57.25,66.0,71.75,78.0,,,,,,,,,315.0,,,,,,,4722.998,,,,5037.998,,,,,,,,,0.06252483625440106,,,,,,,0.9374751637455989,,,,1.0,,,,,,,,,0.06252483625440106,,,,,,,0.09374751637455989,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,1.0,,,,,,,9.0,,,
鏡野町議会議員補欠選挙（2006年07月30日投票）,鏡野町議会議員補欠選挙,岡山県,鏡野町,20060730.0,2006.0,7.0,30.0,20060725.0,無投票,1.0,1.0,1.0,1485.0,,,,その他,,,,,鏡野町議会議員補欠選挙（2006年07月30日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
鏡野町議会議員選挙（2005年04月10日投票）,鏡野町議会議員選挙,岡山県,鏡野町,20050410.0,2005.0,4.0,10.0,20050405.0,,0.0,27.0,,12253.0,,,,その他,,,,,鏡野町議会議員選挙（2005年04月10日投票）,4.0,27.0,24.0,1.125,0.1111111111111111,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.041666666666666664,,9807.0,2.0,61.44444444444444,6.999118110232721,48.0,56.5,61.0,67.0,74.0,61.208333333333336,6.311227869616357,48.0,56.75,60.5,65.25,74.0,,,,,,,,,487.0,,,,,,,,,,,487.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,26.0,,,,,,,,,,,,1.0,,,,,,,23.0,,,
鏡野町議会議員選挙（2009年03月29日投票）,鏡野町議会議員選挙,岡山県,鏡野町,20090329.0,2009.0,3.0,29.0,20090324.0,80.66,18.0,20.0,1.1111111111111112,12030.0,,,-223.0,任期満了,,,,,鏡野町議会議員選挙（2009年03月29日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5857470306313816,0.41425296936861844,,0.04881225255261513,0.051781621171077305,,9598.0,2.0,59.55,4.620335485654694,50.0,58.0,60.0,62.0,68.0,59.94444444444444,4.515063949617525,50.0,58.25,60.5,62.0,68.0,,,,,,,,,392.0,,,,,,,9206.0,,,,9598.0,,,,,,,,,0.04084184205042717,,,,,,,0.9591581579495728,,,,1.0,,,,,,,,,0.04084184205042717,,,,,,,0.05048200831313541,,,,,,,,,,,,1.0,,,,,,,19.0,,,,,,,,,,,,1.0,,,,,,,17.0,,,
鏡野町議会議員選挙（2013年03月31日投票）,鏡野町議会議員選挙,岡山県,鏡野町,20130331.0,2013.0,3.0,31.0,20130326.0,74.2,15.0,17.0,1.1333333333333333,11581.0,,,-449.0,任期満了,80.66,,,,鏡野町議会議員選挙（2013年03月31日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8302795395818652,0.16972046041813485,,0.05930568139870466,0.05657348680604495,,8514.0,2.0,61.0,8.429639584787227,33.0,57.0,64.0,65.0,69.0,61.4,8.777243302996677,33.0,59.5,64.0,66.0,69.0,,,,,,,,,455.0,,,,,,,8059.0,,,,8514.0,,,,,,,,,0.05344139065069298,,,,,,,0.946558609349307,,,,1.0,,,,,,,,,0.05344139065069298,,,,,,,0.05915991308433169,,,,,,,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,1.0,,,,,,,14.0,,,
鏡野町議会議員選挙（2017年03月26日投票）,鏡野町議会議員選挙,岡山県,鏡野町,20170326.0,2017.0,3.0,26.0,20170321.0,72.61,15.0,17.0,1.1333333333333333,11245.0,,,-336.0,任期満了,74.2,,,,鏡野町議会議員選挙（2017年03月26日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.6470588235294118,0.35294117647058826,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6297005227014981,0.37029947729850193,,0.05724550206377255,0.06171657954975032,,8091.999,0.0,60.1764705882353,12.301292586877139,37.0,58.0,64.0,69.0,76.0,58.46666666666667,12.060219272006995,37.0,50.0,61.0,67.5,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鏡野町議会議員選挙（2021年03月28日投票）,鏡野町議会議員選挙,岡山県,鏡野町,20210328.0,2021.0,3.0,28.0,20210323.0,70.93,15.0,17.0,1.1333333333333333,10621.0,5046.0,5575.0,-624.0,任期満了,72.61,,,,鏡野町議会議員選挙（2021年03月28日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.11764705882352941,0.13333333333333333,0.5294117647058824,0.47058823529411764,0.0,0.6,0.4,0.0,0.6354124748490946,0.3645875251509054,,0.07060138609434384,0.04557344064386318,,7455.0,2.0,59.529411764705884,11.136150179952217,40.0,46.0,64.0,67.0,76.0,60.53333333333333,10.619897467594601,43.0,51.5,64.0,67.5,76.0,,,,,,,,,580.0,,,,,,,6875.0,,,,7455.0,,,,,,,,,0.07780013413816231,,,,,,,0.9221998658618377,,,,1.0,,,,,,,,,0.07780013413816231,,,,,,,0.057637491616364854,,,,,,,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,1.0,,,,,,,14.0,,,
高梁市議会議員選挙（2002年05月19日投票）,高梁市議会議員選挙,岡山県,高梁市,20020519.0,2002.0,5.0,19.0,20020512.0,81.4,18.0,20.0,1.1111111111111112,18594.0,,,,任期満了,,,,,高梁市議会議員選挙（2002年05月19日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.6,0.4,0.0,0.6111111111111112,0.3888888888888889,0.0,0.5590903027877818,0.44090969721221823,,0.046590858565648485,0.05511371215152728,,14994.0,3.0,54.75,10.662434056068061,27.0,51.5,57.0,61.25,68.0,53.888888888888886,10.749102747510753,27.0,50.5,56.5,60.75,68.0,,,,,1054.61,,,,1343.0,,,,,,,12596.39,,,,14994.0,,,,,0.07033546752034146,,,,0.08956916099773243,,,,,,,0.840095371481926,,,,1.0,,,,,0.07033546752034146,,,,0.04478458049886622,,,,,,,0.04941737479305447,,,,,,,,1.0,,,,2.0,,,,,,,17.0,,,,,,,,1.0,,,,2.0,,,,,,,15.0,,,
高梁市議会議員選挙（2004年10月24日投票）,高梁市議会議員選挙,岡山県,高梁市,20041024.0,2004.0,10.0,24.0,20041017.0,84.58,26.0,32.0,1.2307692307692308,31447.0,,,12853.0,その他,81.4,,,,高梁市議会議員選挙（2004年10月24日投票）,1.0,32.0,26.0,1.2307692307692308,0.0,0.0,0.0,0.03125,0.038461538461538464,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.03125,,26163.98,3.0,57.65625,8.719981991810533,29.0,55.75,59.0,62.25,70.0,56.92307692307692,9.5027246170732,29.0,52.75,58.5,63.75,70.0,,,,,1103.69,,,,1929.0,,,,,,,23131.29,,,,26163.98,,,,,0.04218356687323565,,,,0.07372731518675675,,,,,,,0.8840891179400077,,,,1.0,,,,,0.04218356687323565,,,,0.024575771728918918,,,,,,,0.031574611355000275,,,,,,,,1.0,,,,3.0,,,,,,,28.0,,,,,,,,1.0,,,,1.0,,,,,,,24.0,,,
高梁市議会議員選挙（2008年09月28日投票）,高梁市議会議員選挙,岡山県,高梁市,20080928.0,2008.0,9.0,28.0,20080921.0,82.4,22.0,29.0,1.318181818181818,30050.0,,,-1397.0,任期満了,84.58,,,,高梁市議会議員選挙（2008年09月28日投票）,1.0,29.0,22.0,1.3181818181818181,0.0,0.0,0.0,0.034482758620689655,0.045454545454545456,0.7241379310344828,0.1724137931034483,0.10344827586206896,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7353922050274299,0.178879472693032,0.0857283222795382,0.03501867642987761,0.0357758945386064,0.02857610742651273,24426.0,3.0,59.44827586206897,9.604547080084272,33.0,55.0,61.0,66.0,74.0,60.04545454545455,8.720286029124965,39.0,55.25,61.5,65.5,74.0,,,,,1064.0,,,,1802.0,,,,,,,21560.0,,,,24426.0,,,,,0.043560140833538034,,,,0.07377384753950708,,,,,,,0.8826660116269549,,,,1.0,,,,,0.043560140833538034,,,,0.03688692376975354,,,,,,,0.03394869275488288,,,,,,,,1.0,,,,2.0,,,,,,,26.0,,,,,,,,1.0,,,,2.0,,,,,,,19.0,,,
高梁市議会議員選挙（2012年09月30日投票）,高梁市議会議員選挙,岡山県,高梁市,20120930.0,2012.0,9.0,30.0,20120923.0,76.74,20.0,22.0,1.1,28318.0,,,-1732.0,任期満了,82.4,,,,高梁市議会議員選挙（2012年09月30日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.7,0.25,0.05,0.6900084041460454,0.26634326267625363,0.043648333177701,0.043125525259127835,0.053268652535250725,0.043648333177701,21418.0,3.0,60.04545454545455,9.706966911016552,42.0,52.25,60.0,66.0,78.0,58.4,8.581375181169975,42.0,52.0,59.5,65.25,73.0,,,,,1373.14,,,,1572.0,,,,,,,18472.86,,,,21418.0,,,,,0.06411149500420207,,,,0.07339620879633953,,,,,,,0.8624922961994584,,,,1.0,,,,,0.06411149500420207,,,,0.03669810439816976,,,,,,,0.045394331378918865,,,,,,,,1.0,,,,2.0,,,,,,,19.0,,,,,,,,1.0,,,,2.0,,,,,,,17.0,,,
