,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_HAGE党,得票数_NHKから国民を守る党,得票数_いちはら市民ネット ワーク,得票数_いちはら市民ネットワーク,得票数_さくら・市民ネットワーク,得票数_たちあがれ日本,得票数_みどりの未来・のだ,得票数_みんなの党,得票数_コロナワクチン拒絶党,得票数_デモクラティア,得票数_ホリエモン新党,得票数_不登校を考える党,得票数_九十九里ネット・ニューウェーヴ,得票数_佐倉市民オンブズマン,得票数_公明党,得票数_公民党,得票数_動物愛護推進党,得票数_千葉の風21,得票数_千葉を元気にする会,得票数_国民主権党,得票数_国民会議,得票数_国民民主党,得票数_地球環境を育てる会,得票数_子供の未来を守る党,得票数_市民オンブズマン,得票数_市民オンブズマン館山行政監視局,得票数_市民ネットワ ーク・かしわ,得票数_市民ネットワーク,得票数_市民ネットワークちば,得票数_市民ネットワーク・かしわ,得票数_市民ネットワーク・のだ,得票数_市民ネットワーク・ふなばし,得票数_市民ネットワーク千葉県,得票数_市民ネットワーク四街道,得票数_希望の党,得票数_幸福実現党,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_環境と行政を考える会,得票数_社,得票数_社会民主党,得票数_社民党,得票数_立憲民主党,得票数_維新の党,得票数_習志野みんなの改革,得票数_自由党,得票数_自由民主党,得票数_茂原市民に５万円支給する党,得票数_虐待から子供を守る党,得票数_諸,得票数_議席を減らします党,得票数_闘う改革の会千葉,得票数_青年自由,得票数_sum_v,得票率_HAGE党,得票率_NHKから国民を守る党,得票率_いちはら市民ネット ワーク,得票率_いちはら市民ネットワーク,得票率_さくら・市民ネットワーク,得票率_たちあがれ日本,得票率_みどりの未来・のだ,得票率_みんなの党,得票率_コロナワクチン拒絶党,得票率_デモクラティア,得票率_ホリエモン新党,得票率_不登校を考える党,得票率_九十九里ネット・ニューウェーヴ,得票率_佐倉市民オンブズマン,得票率_公明党,得票率_公民党,得票率_動物愛護推進党,得票率_千葉の風21,得票率_千葉を元気にする会,得票率_国民主権党,得票率_国民会議,得票率_国民民主党,得票率_地球環境を育てる会,得票率_子供の未来を守る党,得票率_市民オンブズマン,得票率_市民オンブズマン館山行政監視局,得票率_市民ネットワ ーク・かしわ,得票率_市民ネットワーク,得票率_市民ネットワークちば,得票率_市民ネットワーク・かしわ,得票率_市民ネットワーク・のだ,得票率_市民ネットワーク・ふなばし,得票率_市民ネットワーク千葉県,得票率_市民ネットワーク四街道,得票率_希望の党,得票率_幸福実現党,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_環境と行政を考える会,得票率_社,得票率_社会民主党,得票率_社民党,得票率_立憲民主党,得票率_維新の党,得票率_習志野みんなの改革,得票率_自由党,得票率_自由民主党,得票率_茂原市民に５万円支給する党,得票率_虐待から子供を守る党,得票率_諸,得票率_議席を減らします党,得票率_闘う改革の会千葉,得票率_青年自由,得票率_sum_v,一人あたり得票率_HAGE党,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_いちはら市民ネット ワーク,一人あたり得票率_いちはら市民ネットワーク,一人あたり得票率_さくら・市民ネットワーク,一人あたり得票率_たちあがれ日本,一人あたり得票率_みどりの未来・のだ,一人あたり得票率_みんなの党,一人あたり得票率_コロナワクチン拒絶党,一人あたり得票率_デモクラティア,一人あたり得票率_ホリエモン新党,一人あたり得票率_不登校を考える党,一人あたり得票率_九十九里ネット・ニューウェーヴ,一人あたり得票率_佐倉市民オンブズマン,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_動物愛護推進党,一人あたり得票率_千葉の風21,一人あたり得票率_千葉を元気にする会,一人あたり得票率_国民主権党,一人あたり得票率_国民会議,一人あたり得票率_国民民主党,一人あたり得票率_地球環境を育てる会,一人あたり得票率_子供の未来を守る党,一人あたり得票率_市民オンブズマン,一人あたり得票率_市民オンブズマン館山行政監視局,一人あたり得票率_市民ネットワ ーク・かしわ,一人あたり得票率_市民ネットワーク,一人あたり得票率_市民ネットワークちば,一人あたり得票率_市民ネットワーク・かしわ,一人あたり得票率_市民ネットワーク・のだ,一人あたり得票率_市民ネットワーク・ふなばし,一人あたり得票率_市民ネットワーク千葉県,一人あたり得票率_市民ネットワーク四街道,一人あたり得票率_希望の党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_環境と行政を考える会,一人あたり得票率_社,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_習志野みんなの改革,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_茂原市民に５万円支給する党,一人あたり得票率_虐待から子供を守る党,一人あたり得票率_諸,一人あたり得票率_議席を減らします党,一人あたり得票率_闘う改革の会千葉,一人あたり得票率_青年自由,立候補者数_HAGE党,立候補者数_NHKから国民を守る党,立候補者数_いちはら市民ネット ワーク,立候補者数_いちはら市民ネットワーク,立候補者数_さくら・市民ネットワーク,立候補者数_たちあがれ日本,立候補者数_みどりの未来・のだ,立候補者数_みんなの党,立候補者数_コロナワクチン拒絶党,立候補者数_デモクラティア,立候補者数_ホリエモン新党,立候補者数_不登校を考える党,立候補者数_九十九里ネット・ニューウェーヴ,立候補者数_佐倉市民オンブズマン,立候補者数_公明党,立候補者数_公民党,立候補者数_動物愛護推進党,立候補者数_千葉の風21,立候補者数_千葉を元気にする会,立候補者数_国民主権党,立候補者数_国民会議,立候補者数_国民民主党,立候補者数_地球環境を育てる会,立候補者数_子供の未来を守る党,立候補者数_市民オンブズマン,立候補者数_市民オンブズマン館山行政監視局,立候補者数_市民ネットワ ーク・かしわ,立候補者数_市民ネットワーク,立候補者数_市民ネットワークちば,立候補者数_市民ネットワーク・かしわ,立候補者数_市民ネットワーク・のだ,立候補者数_市民ネットワーク・ふなばし,立候補者数_市民ネットワーク千葉県,立候補者数_市民ネットワーク四街道,立候補者数_希望の党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_環境と行政を考える会,立候補者数_社,立候補者数_社会民主党,立候補者数_社民党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_習志野みんなの改革,立候補者数_自由党,立候補者数_自由民主党,立候補者数_茂原市民に５万円支給する党,立候補者数_虐待から子供を守る党,立候補者数_諸,立候補者数_議席を減らします党,立候補者数_闘う改革の会千葉,立候補者数_青年自由,当選者数_HAGE党,当選者数_NHKから国民を守る党,当選者数_いちはら市民ネット ワーク,当選者数_いちはら市民ネットワーク,当選者数_さくら・市民ネットワーク,当選者数_たちあがれ日本,当選者数_みどりの未来・のだ,当選者数_みんなの党,当選者数_コロナワクチン拒絶党,当選者数_デモクラティア,当選者数_ホリエモン新党,当選者数_不登校を考える党,当選者数_九十九里ネット・ニューウェーヴ,当選者数_佐倉市民オンブズマン,当選者数_公明党,当選者数_公民党,当選者数_動物愛護推進党,当選者数_千葉の風21,当選者数_千葉を元気にする会,当選者数_国民主権党,当選者数_国民会議,当選者数_国民民主党,当選者数_地球環境を育てる会,当選者数_子供の未来を守る党,当選者数_市民オンブズマン,当選者数_市民オンブズマン館山行政監視局,当選者数_市民ネットワ ーク・かしわ,当選者数_市民ネットワーク,当選者数_市民ネットワークちば,当選者数_市民ネットワーク・かしわ,当選者数_市民ネットワーク・のだ,当選者数_市民ネットワーク・ふなばし,当選者数_市民ネットワーク千葉県,当選者数_市民ネットワーク四街道,当選者数_希望の党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_環境と行政を考える会,当選者数_社,当選者数_社会民主党,当選者数_社民党,当選者数_立憲民主党,当選者数_維新の党,当選者数_習志野みんなの改革,当選者数_自由党,当選者数_自由民主党,当選者数_茂原市民に５万円支給する党,当選者数_虐待から子供を守る党,当選者数_諸,当選者数_議席を減らします党,当選者数_闘う改革の会千葉,当選者数_青年自由
栄町議会議員選挙（2020年04月19日投票）,栄町議会議員選挙,千葉県,栄町,20200419.0,2020.0,4.0,19.0,20200414.0,48.9,14.0,17.0,1.2142857142857142,,,,,任期満了,56.02,,,,栄町議会議員選挙（2020年04月19日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.17647058823529413,0.21428571428571427,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.7857142857142857,0.21428571428571427,0.0,0.7819382754320138,0.20542550554730016,0.012636219020686072,0.0710852977665467,0.04108510110946003,0.012636219020686072,8625.998,4.0,64.05882352941177,9.979217157999178,42.0,61.0,67.0,71.0,78.0,65.71428571428571,8.891637896911677,43.0,62.75,67.0,71.75,78.0,,,,,,,,,,,,,,,892.0,,,,,,,,,,,,,,,,,,,,,,,,360.0,,,,,6682.998,,,,,691.0,,,,,,,,,,,8625.998,,,,,,,,,,,,,,,0.10340832446286216,,,,,,,,,,,,,,,,,,,,,,,,0.041734301352724636,,,,,0.7747507013101557,,,,,0.08010667287425757,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.10340832446286216,,,,,,,,,,,,,,,,,,,,,,,,0.041734301352724636,,,,,0.05533933580786826,,,,,0.08010667287425757,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,11.0,,,,,1.0,,,,,,,,,,
横芝光町議会議員選挙（2007年04月22日投票）,横芝光町議会議員選挙,千葉県,横芝光町,20070422.0,2007.0,4.0,22.0,20070417.0,76.52,18.0,27.0,1.5,21702.0,,,,任期満了,,,,,横芝光町議会議員選挙（2007年04月22日投票）,1.0,27.0,18.0,1.5,0.0,0.0,0.0,0.037037037037037035,0.05555555555555555,0.7777777777777778,0.18518518518518517,0.037037037037037035,0.8333333333333334,0.16666666666666666,0.0,0.8487931082842785,0.13571906795008287,0.01548782376563874,0.040418719442108494,0.027143813590016573,0.01548782376563874,16399.98,3.0,55.81481481481482,9.285739911630477,29.0,53.5,58.0,61.0,69.0,56.22222222222222,9.144248681582171,29.0,53.25,57.0,63.0,69.0,,,,,,,,,,,,,,,1437.21,,,,,,,,,,,,,,,,,,,,,,,,585.52,,,,,14377.25,,,,,,,,,,,,,,,,16399.98,,,,,,,,,,,,,,,0.08763486296934508,,,,,,,,,,,,,,,,,,,,,,,,0.03570248256400313,,,,,0.8766626544666518,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.08763486296934508,,,,,,,,,,,,,,,,,,,,,,,,0.03570248256400313,,,,,0.03506650617866607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,16.0,,,,,,,,,,,,,,,
横芝光町議会議員選挙（2011年04月24日投票）,横芝光町議会議員選挙,千葉県,横芝光町,20110424.0,2011.0,4.0,24.0,20110419.0,69.18,18.0,20.0,1.1111111111111112,21194.0,,,-508.0,任期満了,76.52,,,,横芝光町議会議員選挙（2011年04月24日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.7,0.15,0.15,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7610368008871023,0.13237230577309586,0.10659089333980179,0.05435977149193588,0.044124101924365285,0.03553029777993393,14429.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.0,,,,,,,,,,,,,,,,,,,,,,,,468.0,,,,,12422.0,,,,,,,,,,,,,,,,14429.0,,,,,,,,,,,,,,,0.1066601982119343,,,,,,,,,,,,,,,,,,,,,,,,0.03243468015801511,,,,,0.8609051216300506,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.1066601982119343,,,,,,,,,,,,,,,,,,,,,,,,0.03243468015801511,,,,,0.04782806231278059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,17.0,,,,,,,,,,,,,,,
横芝光町議会議員選挙（2015年04月26日投票）,横芝光町議会議員選挙,千葉県,横芝光町,20150426.0,2015.0,4.0,26.0,20150421.0,64.48,16.0,18.0,1.125,,,,,任期満了,69.18,,,,横芝光町議会議員選挙（2015年04月26日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6875,0.3125,0.0,0.6802882747249901,0.28245452564499146,0.03725719963001849,0.05669068956041584,0.05649090512899829,0.03725719963001849,13124.98,3.0,61.94444444444444,7.553308489384137,37.0,59.25,63.5,66.0,72.0,61.0625,7.48722870960945,37.0,58.75,62.5,65.25,71.0,,,,,,,,,,,,,,,1651.85,,,,,,,,,,,,,,,,,,,,,,,,755.24,,,,,10717.89,,,,,,,,,,,,,,,,13124.98,,,,,,,,,,,,,,,0.12585542987494075,,,,,,,,,,,,,,,,,,,,,,,,0.057542182921421596,,,,,0.8166023872036376,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.12585542987494075,,,,,,,,,,,,,,,,,,,,,,,,0.057542182921421596,,,,,0.05103764920022735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,
横芝光町議会議員選挙（2019年04月21日投票）,横芝光町議会議員選挙,千葉県,横芝光町,20190421.0,2019.0,4.0,21.0,20190416.0,56.95,16.0,17.0,1.0625,20160.0,,,,任期満了,64.48,,,,横芝光町議会議員選挙（2019年04月21日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.6470588235294118,0.23529411764705882,0.11764705882352941,0.6875,0.1875,0.125,0.7752192228696907,0.16880481677643847,0.055975960353870806,0.07047447480633552,0.042201204194109616,0.027987980176935403,11302.994999999999,3.0,63.1764705882353,8.879820441465265,41.0,60.0,66.0,70.0,75.0,63.875,8.688174434252572,41.0,61.5,66.0,70.0,75.0,,,,,,,,,,,,,,,1874.305,,,,,,,,,,,,,,,,,,,,,,,,576.0,,,,,8852.69,,,,,,,,,,,,,,,,11302.995,,,,,,,,,,,,,,,0.16582374848436188,,,,,,,,,,,,,,,,,,,,,,,,0.0509599446872267,,,,,0.7832163068284114,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.16582374848436188,,,,,,,,,,,,,,,,,,,,,,,,0.0509599446872267,,,,,0.05221442045522742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,
流山市議会議員選挙（1999年04月25日投票）,流山市議会議員選挙,千葉県,流山市,19990425.0,1999.0,4.0,25.0,19990418.0,57.31,32.0,41.0,1.28125,114772.0,,,,任期満了,,,,,流山市議会議員選挙（1999年04月25日投票）,1.0,41.0,32.0,1.28125,0.0,0.0,0.0,0.17073170731707318,0.1875,0.5365853658536586,0.4634146341463415,0.0,0.59375,0.40625,0.0,0.5494420942539142,0.4505579057460858,,0.02497464064790519,0.023713573986636094,,64061.0,7.0,55.26829268292683,10.779439304491435,25.0,51.0,56.0,62.0,75.0,54.6875,10.895634160066132,25.0,50.5,54.0,61.25,75.0,,,,,,,,,,,,,,,10027.199999999999,,,,,,1547.0,,,,,,,,,,,,,,,,,,9316.0,,,,,30071.61,,,5205.1900000000005,,,,,,5747.0,,,,,,2147.0,64061.0,,,,,,,,,,,,,,,0.1565258113360703,,,,,,0.024148858119604752,,,,,,,,,,,,,,,,,,0.1454238928521253,,,,,0.46942148889339846,,,0.08125364886592468,,,,,,0.08971136885156335,,,,,,0.03351493108131312,1.0,,,,,,,,,,,,,,,0.03130516226721406,,,,,,0.012074429059802376,,,,,,,,,,,,,,,,,,0.029084778570425063,,,,,0.022353404233018976,,,0.02708454962197489,,,,,,0.022427842212890837,,,,,,0.03351493108131312,,,,,,,,,,,,,,,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,21.0,,,3.0,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,4.0,,,,,15.0,,,3.0,,,,,,4.0,,,,,,1.0
流山市議会議員選挙（2003年04月27日投票）,流山市議会議員選挙,千葉県,流山市,20030427.0,2003.0,4.0,27.0,20030420.0,54.09,32.0,40.0,1.25,119430.0,,,4658.0,任期満了,57.31,,,,流山市議会議員選挙（2003年04月27日投票）,1.0,40.0,32.0,1.25,0.0,0.0,0.0,0.15,0.1875,0.625,0.35,0.025,0.6875,0.3125,0.0,0.6566193760159074,0.32873577729733144,0.014644846686761248,0.026264775040636294,0.02348112694980939,0.014644846686761248,63367.0,6.0,53.85,11.094029926045812,26.0,48.0,55.5,63.25,69.0,52.375,10.95944227595547,26.0,47.75,54.5,60.0,69.0,,,,,,,,,,,,,,,11191.0,,,,,,,,,,,,,,,,,,,,,,,,7883.0,,,2269.0,,33891.0,,,5131.0,,,,,,3002.0,,,,,,,63367.0,,,,,,,,,,,,,,,0.17660611990468225,,,,,,,,,,,,,,,,,,,,,,,,0.12440229141351176,,,0.03580728139252292,,0.5348367446778292,,,0.08097274606656461,,,,,,0.047374816544889294,,,,,,,1.0,,,,,,,,,,,,,,,0.03532122398093645,,,,,,,,,,,,,,,,,,,,,,,,0.03110057285337794,,,0.03580728139252292,,0.022284864361576215,,,0.020243186516641153,,,,,,0.023687408272444647,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,24.0,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,17.0,,,3.0,,,,,,2.0,,,,,,
流山市議会議員選挙（2007年04月22日投票）,流山市議会議員選挙,千葉県,流山市,20070422.0,2007.0,4.0,22.0,20070415.0,51.4,28.0,33.0,1.1785714285714286,123808.0,,,4378.0,任期満了,54.09,,,,流山市議会議員選挙（2007年04月22日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.24242424242424243,0.21428571428571427,0.7575757575757576,0.24242424242424243,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7712278118347552,0.22877218816524478,,0.030849112473390207,0.028596523520655597,,62477.0,6.0,55.39393939393939,9.521711693392342,33.0,51.0,54.0,60.0,73.0,53.892857142857146,8.98546161352678,33.0,49.75,54.0,60.0,69.0,,,,,,,,,,,,,,,9742.130000000001,,,,,,,,,,,,,,,,,,,,,,,,9413.0,,,7795.0,,22553.0,,,4746.87,,,,,,8227.0,,,,,,,62477.0,,,,,,,,,,,,,,,0.15593146277830244,,,,,,,,,,,,,,,,,,,,,,,,0.15066344414744626,,,0.12476591385629912,,0.3609808409494694,,,0.0759778798597884,,,,,,0.1316804584086944,,,,,,,1.0,,,,,,,,,,,,,,,0.03898286569457561,,,,,,,,,,,,,,,,,,,,,,,,0.037665861036861564,,,0.03119147846407478,,0.027767756996113033,,,0.0253259599532628,,,,,,0.026336091681738883,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,13.0,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,9.0,,,2.0,,,,,,5.0,,,,,,
流山市議会議員選挙（2011年04月24日投票）,流山市議会議員選挙,千葉県,流山市,20110424.0,2011.0,4.0,24.0,20110417.0,50.36,28.0,33.0,1.1785714285714286,131789.0,,,7981.0,任期満了,51.4,,,,流山市議会議員選挙（2011年04月24日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.24242424242424243,0.25,0.5757575757575758,0.36363636363636365,0.06060606060606061,0.6071428571428571,0.32142857142857145,0.07142857142857142,0.5908797888015717,0.3189618123772102,0.09015839882121808,0.031098936252714298,0.026580151031434185,0.04507919941060904,65152.0,7.0,,,,,,,,,,,,,,,,,,,,,,3812.0,,,,,,,9761.0,,,,,,,,,,,,,,,,,,,,,,,,8139.0,,,4047.0,,27989.0,,,3112.0,,,,,,8292.0,,,,,,,65152.0,,,,,,,,0.05850933202357564,,,,,,,0.1498188850687623,,,,,,,,,,,,,,,,,,,,,,,,0.12492325638506876,,,0.06211628192534381,,0.42959540766208254,,,0.04776522593320236,,,,,,0.12727161100196463,,,,,,,1.0,,,,,,,,0.02925466601178782,,,,,,,0.03745472126719057,,,,,,,,,,,,,,,,,,,,,,,,0.03123081409626719,,,0.031058140962671905,,0.028639693844138836,,,0.02388261296660118,,,,,,0.03181790275049116,,,,,,,,,,,,,,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,15.0,,,2.0,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,11.0,,,2.0,,,,,,4.0,,,,,,
流山市議会議員選挙（2015年04月26日投票）,流山市議会議員選挙,千葉県,流山市,20150426.0,2015.0,4.0,26.0,20150419.0,37.63,28.0,37.0,1.3214285714285714,,,,,任期満了,50.36,,,,流山市議会議員選挙（2015年04月26日投票）,1.0,37.0,28.0,1.3214285714285714,0.0,0.0,0.0,0.21621621621621623,0.25,0.5135135135135135,0.43243243243243246,0.05405405405405406,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6272202381888835,0.3204771643880874,0.052302597423029125,0.033011591483625445,0.02002982277425546,0.026151298711514562,63563.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8994.0,,,,,,,,,,,,,,,,,,,,,,,,8194.0,,,2352.0,,30192.489999999998,,,2087.0,,,1838.51,,,9905.0,,,,,,,63563.0,,,,,,,,,,,,,,,0.14149741201642466,,,,,,,,,,,,,,,,,,,,,,,,0.12891147365605776,,,0.03700265877947863,,0.4750010226074918,,,0.0328335666976071,,,0.02892421691864764,,,0.15582964932429244,,,,,,,1.0,,,,,,,,,,,,,,,0.035374353004106164,,,,,,,,,,,,,,,,,,,,,,,,0.03222786841401444,,,0.03700265877947863,,0.023750051130374587,,,0.01641678334880355,,,0.02892421691864764,,,0.03116592986485849,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,20.0,,,2.0,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,12.0,,,1.0,,,1.0,,,5.0,,,,,,
流山市議会議員選挙（2019年04月21日投票）,流山市議会議員選挙,千葉県,流山市,20190421.0,2019.0,4.0,21.0,20190414.0,43.87,28.0,30.0,1.0714285714285714,151768.0,,,,任期満了,37.63,,,,流山市議会議員選挙（2019年04月21日投票）,1.0,30.0,28.0,1.0714285714285714,0.0,0.0,0.0,0.2,0.21428571428571427,0.8,0.2,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8866022035950166,0.11339779640498338,,0.03694175848312569,0.018899632734163896,,65257.0,8.0,53.2,11.208330235439472,30.0,44.25,52.5,61.75,80.0,54.07142857142857,10.941169209616923,30.0,44.75,53.5,62.5,80.0,,1509.0,,,,,,,,,,,,,8194.0,,,,,,,1264.0,,,,,,,,,,,,,,,,,7051.0,,,,,27817.0,,,1581.0,,2585.0,,,,15256.0,,,,,,,65257.0,,0.02312395605069188,,,,,,,,,,,,,0.12556507347870727,,,,,,,0.01936956954809446,,,,,,,,,,,,,,,,,0.1080497111420997,,,,,0.426268446296949,,,0.024227285961659285,,0.03961260860903811,,,,0.2337833489127603,,,,,,,1.0,,0.02312395605069188,,,,,,,,,,,,,0.03139126836967682,,,,,,,0.01936956954809446,,,,,,,,,,,,,,,,,0.027012427785524925,,,,,0.03875167693608627,,,0.024227285961659285,,0.03961260860903811,,,,0.03339762127325147,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,11.0,,,1.0,,1.0,,,,7.0,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,9.0,,,1.0,,1.0,,,,7.0,,,,,,
浦安市議会議員補欠選挙（2017年03月26日投票）,浦安市議会議員補欠選挙,千葉県,浦安市,20170326.0,2017.0,3.0,26.0,20170319.0,45.17,2.0,5.0,2.5,132164.0,,,,その他/折本ひとみ議員、岡野純子議員の浦安市長選挙への出馬による辞職のため,,,,,浦安市議会議員補欠選挙（2017年03月26日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.4,1.0,0.0,0.8,0.2,0.0,0.5,0.5,,0.6969119847639776,0.3030880152360223,,0.1742279961909944,0.3030880152360223,51457.0,2.0,46.0,11.242775458044157,31.0,36.0,47.0,55.0,61.0,54.0,7.0,47.0,50.5,54.0,57.5,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13575.0,37882.0,,,,,,,,,,,,,,,,51457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2638125036438191,0.7361874963561809,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2638125036438191,0.18404687408904521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
