,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
横浜町議会議員選挙（2011年04月24日投票）,横浜町議会議員選挙,青森県,横浜町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,10.0,10.0,1.0,,,,,任期満了,84.29,,,,横浜町議会議員選挙（2011年04月24日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.1,0.1,0.8,0.1,0.1,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,1.0,,9.0,,,
横浜町議会議員選挙（2015年04月26日投票）,横浜町議会議員選挙,青森県,横浜町,20150426.0,2015.0,4.0,26.0,20150421.0,79.91,10.0,12.0,1.2,,,,,任期満了,,,,,横浜町議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.8,0.2,0.0,0.8477788075378436,0.15222119246215632,,0.09419764528198263,0.05074039748738544,,3237.0,2.0,64.25,9.283722313813572,47.0,57.5,65.5,72.25,76.0,63.6,9.297311439335568,47.0,55.5,65.5,71.5,75.0,,,,519.0,,2718.0,,,,3237.0,,,,0.1603336422613531,,0.8396663577386468,,,,1.0,,,,0.1603336422613531,,0.07633330524896789,,,,,,,1.0,,11.0,,,,,,,1.0,,9.0,,,
横浜町議会議員選挙（2019年04月21日投票）,横浜町議会議員選挙,青森県,横浜町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,10.0,1.0,,,,,任期満了,79.91,,,,横浜町議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,63.7,10.266937225872184,45.0,56.25,67.5,70.5,77.0,63.7,10.266937225872184,45.0,56.25,67.5,70.5,77.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,1.0,,9.0,,,
深浦町議会議員補欠選挙（2009年07月12日投票）,深浦町議会議員補欠選挙,青森県,深浦町,20090712.0,2009.0,7.0,12.0,20090707.0,54.07,3.0,4.0,1.3333333333333333,6745.0,,,,その他,,,,,深浦町議会議員補欠選挙（2009年07月12日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,,0.7454697518817953,0.2545302481182046,,0.37273487594089766,0.1272651240591023,3587.0,2.0,60.5,6.689544080129826,52.0,55.0,61.0,66.5,68.0,62.0,7.118052168020874,52.0,59.0,66.0,67.0,68.0,,,,640.0,,2947.0,,,,3587.0,,,,0.17842207973236687,,0.8215779202676331,,,,1.0,,,,0.17842207973236687,,0.2738593067558777,,,,,,,1.0,,3.0,,,,,,,1.0,,2.0,,,
深浦町議会議員補欠選挙（2020年11月22日投票）,深浦町議会議員補欠選挙,青森県,深浦町,20201122.0,2020.0,11.0,22.0,20201117.0,41.0,1.0,2.0,2.0,,,,,死亡/菊池源悦議員の死去による,54.07,,,,深浦町議会議員補欠選挙（2020年11月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,2742.0,1.0,65.0,9.0,56.0,60.5,65.0,69.5,74.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,2742.0,,,,2742.0,,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,1.0,,,
深浦町議会議員選挙（2007年04月22日投票）,深浦町議会議員選挙,青森県,深浦町,20070422.0,2007.0,4.0,22.0,20070417.0,86.05,20.0,26.0,1.3,9323.0,,,,任期満了,,,,,深浦町議会議員選挙（2007年04月22日投票）,2.0,26.0,20.0,1.3,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.8,0.15,0.05,0.7665648799256164,0.17442649021953976,0.0590086298548438,0.03832824399628082,0.034885298043907956,0.0590086298548438,7947.99,2.0,62.15384615384615,8.456641939884193,41.0,58.25,61.0,68.25,77.0,60.85,8.409964328105083,41.0,55.75,60.0,66.75,76.0,,,,201.86,,7746.13,,,,7947.99,,,,0.025397616252662625,,0.9746023837473374,,,,1.0,,,,0.025397616252662625,,0.0389840953498935,,,,,,,1.0,,25.0,,,,,,,0.0,,20.0,,,
深浦町議会議員選挙（2011年04月24日投票）,深浦町議会議員選挙,青森県,深浦町,20110424.0,2011.0,4.0,24.0,20110419.0,83.95,12.0,18.0,1.5,8616.0,,,-707.0,任期満了,86.05,,,,深浦町議会議員選挙（2011年04月24日投票）,1.0,18.0,12.0,1.5,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.05555555555555555,0.0,1.0,0.0,0.0,0.9751950947603122,0.024804905239687848,,0.05736441733884189,0.024804905239687848,,7176.0,2.0,,,,,,,,,,,,,,,,,,285.0,,6891.0,,,,7176.0,,,,0.03971571906354515,,0.9602842809364549,,,,1.0,,,,0.03971571906354515,,0.056487310643320875,,,,,,,1.0,,17.0,,,,,,,0.0,,12.0,,,
深浦町議会議員選挙（2015年04月26日投票）,深浦町議会議員選挙,青森県,深浦町,20150426.0,2015.0,4.0,26.0,20150421.0,76.52,12.0,13.0,1.0833333333333333,,,,,任期満了,83.95,,,,深浦町議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.7991857968620973,0.09280429397192404,0.10800990916597852,0.07991857968620973,0.04640214698596202,0.10800990916597852,6055.0,1.0,63.84615384615385,9.702070784878499,42.0,58.0,67.0,70.0,76.0,64.41666666666667,9.886508764753893,42.0,61.0,67.5,70.5,76.0,,,,,,6055.0,,,,6055.0,,,,,,1.0,,,,1.0,,,,,,0.07692307692307693,,,,,,,,,13.0,,,,,,,,,12.0,,,
深浦町議会議員選挙（2019年04月21日投票）,深浦町議会議員選挙,青森県,深浦町,20190421.0,2019.0,4.0,21.0,20190416.0,77.9,12.0,14.0,1.1666666666666667,,,,,任期満了,76.52,,,,深浦町議会議員選挙（2019年04月21日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.0,0.7857142857142857,0.21428571428571427,0.0,0.75,0.25,0.0,0.7874335530738241,0.21256644692617588,,0.07158486846125674,0.07085548230872529,,5649.998,0.0,66.78571428571429,8.897660779493608,46.0,62.25,68.5,73.5,80.0,67.91666666666667,7.123416003263853,53.0,62.75,68.5,72.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
田子町議会議員補欠選挙（2003年08月31日投票）,田子町議会議員補欠選挙,青森県,田子町,20030831.0,2003.0,8.0,31.0,20030826.0,61.32,3.0,7.0,2.333333333333333,6176.0,,,,その他,,,,,田子町議会議員補欠選挙（2003年08月31日投票）,1.0,7.0,3.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.14285714285714285,,3619.0,1.0,50.142857142857146,11.394592344348155,31.0,47.5,49.0,51.5,73.0,51.0,17.204650534085253,31.0,40.0,49.0,61.0,73.0,,,,,,3619.0,,,,3619.0,,,,,,1.0,,,,1.0,,,,,,0.14285714285714285,,,,,,,,,7.0,,,,,,,,,3.0,,,
田子町議会議員補欠選挙（2012年01月15日投票）,田子町議会議員補欠選挙,青森県,田子町,20120115.0,2012.0,1.0,15.0,20120110.0,70.65,1.0,2.0,2.0,5536.0,,,-640.0,その他,61.32,,,,田子町議会議員補欠選挙（2012年01月15日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3605.0,1.0,58.5,2.5,56.0,57.25,58.5,59.75,61.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,3605.0,,,,3605.0,,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,1.0,,,
田子町議会議員補欠選挙（2015年12月20日投票）,田子町議会議員補欠選挙,青森県,田子町,20151220.0,2015.0,12.0,20.0,20151215.0,73.71,1.0,2.0,2.0,,,,,その他,70.65,,,,田子町議会議員補欠選挙（2015年12月20日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.5,3577.0,1.0,65.0,3.0,62.0,63.5,65.0,66.5,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,3577.0,,,,3577.0,,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,1.0,,,
田子町議会議員選挙（2003年04月27日投票）,田子町議会議員選挙,青森県,田子町,20030427.0,2003.0,4.0,27.0,20030422.0,86.9,16.0,17.0,1.0625,6182.0,,,,任期満了,,,,,田子町議会議員選挙（2003年04月27日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.75,0.1875,0.0625,0.7657936210131332,0.16941838649155724,0.06478799249530957,0.05890720161639486,0.05647279549718575,0.06478799249530957,5330.0,2.0,60.23529411764706,8.64005318450887,39.0,55.0,59.0,67.0,72.0,60.6875,8.708607451826039,39.0,55.75,60.0,67.5,72.0,340.0,,,,,4990.0,,,,5330.0,0.06378986866791744,,,,,0.9362101313320825,,,,1.0,0.06378986866791744,,,,,0.05851313320825516,,,,1.0,,,,,16.0,,,,1.0,,,,,15.0,,,
田子町議会議員選挙（2007年04月22日投票）,田子町議会議員選挙,青森県,田子町,20070422.0,2007.0,4.0,22.0,20070417.0,78.71,10.0,15.0,1.5,5957.0,,,-225.0,任期満了,86.9,,,,田子町議会議員選挙（2007年04月22日投票）,1.0,15.0,10.0,1.5,0.0,0.0,0.0,0.0,0.0,0.6,0.3333333333333333,0.06666666666666667,0.7,0.2,0.1,0.6299460276338514,0.25304188255613125,0.11701208981001728,0.06999400307042794,0.05060837651122625,0.11701208981001728,4632.0,1.0,54.2,10.02796090937734,35.0,50.5,56.0,59.5,71.0,52.9,11.835962149314268,35.0,44.75,53.5,59.25,71.0,,,,,,4632.0,,,,4632.0,,,,,,1.0,,,,1.0,,,,,,0.06666666666666667,,,,,,,,,15.0,,,,,,,,,10.0,,,
田子町議会議員選挙（2011年04月24日投票）,田子町議会議員選挙,青森県,田子町,20110424.0,2011.0,4.0,24.0,20110419.0,73.36,10.0,12.0,1.2,5593.0,,,-364.0,任期満了,78.71,,,,田子町議会議員選挙（2011年04月24日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.25,0.16666666666666666,0.7,0.1,0.2,0.5897120354417917,0.2128968742308639,0.19739109032734434,0.08424457649168453,0.0709656247436213,0.09869554516367217,4063.0,1.0,,,,,,,,,,,,,,,,,,,,4063.0,,,,4063.0,,,,,,1.0,,,,1.0,,,,,,0.08333333333333333,,,,,,,,,12.0,,,,,,,,,10.0,,,
田子町議会議員選挙（2015年04月26日投票）,田子町議会議員選挙,青森県,田子町,20150426.0,2015.0,4.0,26.0,20150421.0,72.46,10.0,12.0,1.2,,,,,任期満了,73.36,,,,田子町議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8,0.2,0.0,0.7869224577408104,0.2130775422591897,,0.07869224577408104,0.10653877112959485,,3727.0,1.0,58.833333333333336,9.494150245750744,43.0,55.25,61.0,65.75,70.0,57.7,9.9,43.0,47.75,60.0,64.25,70.0,,,,,,3727.0,,,,3727.0,,,,,,1.0,,,,1.0,,,,,,0.08333333333333333,,,,,,,,,12.0,,,,,,,,,10.0,,,
田子町議会議員選挙（2019年04月21日投票）,田子町議会議員選挙,青森県,田子町,20190421.0,2019.0,4.0,21.0,20190416.0,72.69,10.0,14.0,1.4,,,,,任期満了,72.46,,,,田子町議会議員選挙（2019年04月21日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.8,0.1,0.1,0.6912453254797883,0.21198851336526464,0.0967661611549469,0.07680503616442093,0.05299712834131616,0.0967661611549469,3513.9970000000003,1.0,60.92857142857143,8.875844311663986,47.0,54.0,63.0,65.75,74.0,60.8,9.119210492142399,47.0,51.75,64.0,65.75,74.0,,,,,,3513.9970000000003,,,,3513.9970000000003,,,,,,1.0,,,,1.0,,,,,,0.07142857142857142,,,,,,,,,14.0,,,,,,,,,10.0,,,
田舎館村議会議員補欠選挙（2008年11月02日投票）,田舎館村議会議員補欠選挙,青森県,田舎館村,20081102.0,2008.0,11.0,2.0,20081028.0,79.86,1.0,3.0,3.0,7173.0,,,,その他,,,,,田舎館村議会議員補欠選挙（2008年11月02日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7762565303548911,0.223743469645109,,0.38812826517744553,0.223743469645109,5551.0,1.0,56.666666666666664,7.363574011458175,48.0,52.0,56.0,61.0,66.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,5551.0,,,,5551.0,,,,,,1.0,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,3.0,,,,,,,,,1.0,,,
田舎館村議会議員補欠選挙（2013年08月11日投票）,田舎館村議会議員補欠選挙,青森県,田舎館村,20130811.0,2013.0,8.0,11.0,20130806.0,64.33,2.0,4.0,2.0,,,,,その他,79.86,,,,田舎館村議会議員補欠選挙（2013年08月11日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,1.0,0.0,0.14110150204824762,0.8588984979517524,,0.14110150204824762,0.2862994993172508,,4394.0,1.0,62.25,3.031088913245535,58.0,60.25,62.5,64.5,66.0,59.5,1.5,58.0,58.75,59.5,60.25,61.0,,,,,,4394.0,,,,4394.0,,,,,,1.0,,,,1.0,,,,,,0.25,,,,,,,,,4.0,,,,,,,,,2.0,,,
田舎館村議会議員選挙（2007年09月16日投票）,田舎館村議会議員選挙,青森県,田舎館村,20070916.0,2007.0,9.0,16.0,20070911.0,81.94,10.0,12.0,1.2,7226.0,,,,任期満了,,,,,田舎館村議会議員選挙（2007年09月16日投票）,1.0,12.0,9.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.8888888888888888,0.1111111111111111,0.0,0.7368743169398907,0.2631256830601093,,0.0818749241044323,0.08770856102003644,,5490.000000000001,1.0,58.75,5.7027040369752084,47.0,57.25,59.0,62.5,67.0,59.888888888888886,4.700932400290262,50.0,58.0,59.0,62.0,67.0,,,,,,5490.000000000001,,,,5490.000000000001,,,,,,1.0,,,,1.0,,,,,,0.08333333333333333,,,,,,,,,12.0,,,,,,,,,9.0,,,
田舎館村議会議員選挙（2011年09月18日投票）,田舎館村議会議員選挙,青森県,田舎館村,20110918.0,2011.0,9.0,18.0,20110913.0,71.7,10.0,11.0,1.1,6975.0,,,-251.0,任期満了,81.94,,,,田舎館村議会議員選挙（2011年09月18日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.6,0.2,0.2,0.6187878787878788,0.17232323232323232,0.2088888888888889,0.08839826839826839,0.08616161616161616,0.10444444444444445,4950.0,1.0,61.27272727272727,6.383087156924349,51.0,56.0,62.0,66.0,71.0,61.2,6.690291473471093,51.0,55.5,61.0,67.0,71.0,,,,,,4950.0,,,,4950.0,,,,,,1.0,,,,1.0,,,,,,0.09090909090909091,,,,,,,,,11.0,,,,,,,,,10.0,,,
田舎館村議会議員選挙（2015年09月13日投票）,田舎館村議会議員選挙,青森県,田舎館村,20150913.0,2015.0,9.0,13.0,20150908.0,70.86,8.0,9.0,1.125,,,,,任期満了,71.7,,,,田舎館村議会議員選挙（2015年09月13日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.6837458193979933,0.3162541806020067,,0.11395763656633222,0.1054180602006689,,4784.0,1.0,63.111111111111114,4.331908597692872,58.0,60.0,63.0,65.0,72.0,62.0,3.1622776601683795,58.0,59.75,61.5,63.5,68.0,,,,,,4784.0,,,,4784.0,,,,,,1.0,,,,1.0,,,,,,0.1111111111111111,,,,,,,,,9.0,,,,,,,,,8.0,,,
田舎館村議会議員選挙（2019年09月15日投票）,田舎館村議会議員選挙,青森県,田舎館村,20190915.0,2019.0,9.0,15.0,20190910.0,67.42,8.0,9.0,1.125,,,,,任期満了,70.86,,,,田舎館村議会議員選挙（2019年09月15日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.875,0.125,0.0,0.9005176234605553,0.09948237653944478,,0.11256470293256941,0.09948237653944478,,4442.9980000000005,1.0,66.0,2.9814239699997196,62.0,64.0,66.0,67.0,72.0,65.625,2.9553976043842223,62.0,63.75,65.0,67.0,72.0,,,,,,4442.9980000000005,,,,4442.9980000000005,,,,,,1.0,,,,1.0,,,,,,0.1111111111111111,,,,,,,,,9.0,,,,,,,,,8.0,,,
蓬田村議会議員補欠選挙（2017年10月29日投票）,蓬田村議会議員補欠選挙,青森県,蓬田村,20171029.0,2017.0,10.0,29.0,20171024.0,,1.0,3.0,3.0,,,,,任期満了/山舘清剛議員の死去による,,,,,蓬田村議会議員補欠選挙（2017年10月29日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,2011.0,0.0,66.33333333333333,8.219218670625303,57.0,61.0,65.0,71.0,77.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蓬田村議会議員選挙（2007年04月22日投票）,蓬田村議会議員選挙,青森県,蓬田村,20070422.0,2007.0,4.0,22.0,20070417.0,85.07,8.0,9.0,1.125,2840.0,,,,任期満了,,,,,蓬田村議会議員選挙（2007年04月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.875,0.125,0.0,0.7912593516209476,0.20874064837905237,,0.11303705023156395,0.10437032418952619,,2406.0,2.0,57.44444444444444,6.63511050081494,46.0,55.0,57.0,61.0,67.0,57.0,6.910137480542627,46.0,53.75,56.0,61.0,67.0,,,,257.0,,2149.0,,,,2406.0,,,,0.10681629260182876,,0.8931837073981712,,,,1.0,,,,0.10681629260182876,,0.1116479634247714,,,,,,,1.0,,8.0,,,,,,,1.0,,7.0,,,
蓬田村議会議員選挙（2011年04月24日投票）,蓬田村議会議員選挙,青森県,蓬田村,20110424.0,2011.0,4.0,24.0,20110419.0,86.0,8.0,9.0,1.125,2750.0,,,-90.0,任期満了,85.07,,,,蓬田村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.7360341151385927,0.26396588486140726,,0.10514773073408468,0.13198294243070363,,2345.0,2.0,,,,,,,,,,,,,,,,,,205.0,,2140.0,,,,2345.0,,,,0.08742004264392324,,0.9125799573560768,,,,1.0,,,,0.08742004264392324,,0.1140724946695096,,,,,,,1.0,,8.0,,,,,,,0.0,,8.0,,,
蓬田村議会議員選挙（2015年04月26日投票）,蓬田村議会議員選挙,青森県,蓬田村,20150426.0,2015.0,4.0,26.0,20150421.0,83.22,8.0,10.0,1.25,,,,,任期満了,86.0,,,,蓬田村議会議員選挙（2015年04月26日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.0,0.6,0.4,0.0,0.75,0.25,0.0,0.7077861163227017,0.29221388367729834,,0.11796435272045029,0.07305347091932458,,2132.0,2.0,61.1,6.518435395092905,53.0,55.5,61.0,64.5,75.0,62.125,6.845390785046534,53.0,56.25,63.0,65.5,75.0,,,,333.0,,1799.0,,,,2132.0,,,,0.15619136960600374,,0.8438086303939962,,,,1.0,,,,0.15619136960600374,,0.09375651448822181,,,,,,,1.0,,9.0,,,,,,,1.0,,7.0,,,
蓬田村議会議員選挙（2019年04月21日投票）,蓬田村議会議員選挙,青森県,蓬田村,20190421.0,2019.0,4.0,21.0,20190416.0,83.48,8.0,12.0,1.5,,,,,任期満了,83.22,,,,蓬田村議会議員選挙（2019年04月21日投票）,1.0,12.0,8.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.4166666666666667,0.08333333333333333,0.75,0.125,0.125,0.5689484126984127,0.27380952380952384,0.1572420634920635,0.09482473544973545,0.05476190476190477,0.1572420634920635,2016.0,2.0,,,,,,,,,,,,,,,,,,177.0,,1839.0,,,,2016.0,,,,0.08779761904761904,,0.9122023809523809,,,,1.0,,,,0.08779761904761904,,0.08292748917748917,,,,,,,1.0,,11.0,,,,,,,1.0,,7.0,,,
藤崎町議会議員選挙（2006年07月09日投票）,藤崎町議会議員選挙,青森県,藤崎町,20060709.0,2006.0,7.0,9.0,20060704.0,無投票,18.0,5.0,0.2777777777777778,13491.0,,,,任期満了,,,,,藤崎町議会議員選挙（2006年07月09日投票）,1.0,5.0,4.0,1.25,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,1.0,0.0,0.0,,,,,,,2344.0,1.0,63.2,4.354308211415448,57.0,60.0,63.0,68.0,68.0,64.0,4.527692569068709,57.0,61.5,65.5,68.0,68.0,,,,,,2344.0,,,,2344.0,,,,,,1.0,,,,1.0,,,,,,0.2,,,,,,,,,5.0,,,,,,,,,4.0,,,
藤崎町議会議員選挙（2010年07月25日投票）,藤崎町議会議員選挙,青森県,藤崎町,20100725.0,2010.0,7.0,25.0,20100720.0,無投票,14.0,14.0,1.0,,,,,任期満了,79.33,,,,藤崎町議会議員選挙（2010年07月25日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,57.92857142857143,7.5163087988176525,46.0,51.5,59.5,61.75,71.0,57.92857142857143,7.5163087988176525,46.0,51.5,59.5,61.75,71.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,13.0,,,,,,,1.0,,13.0,,,
藤崎町議会議員選挙（2011年10月09日投票）,藤崎町議会議員選挙,青森県,藤崎町,20111009.0,2011.0,10.0,9.0,20111004.0,70.87,14.0,18.0,1.2857142857142858,13254.0,,,,解散,,,,,藤崎町議会議員選挙（2011年10月09日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7224784904720121,0.235742923147807,0.04177858638018083,0.06020654087266767,0.0471485846295614,0.04177858638018083,9310.99,2.0,60.388888888888886,7.048552955425113,47.0,55.0,61.5,65.75,72.0,58.5,6.842618546392059,47.0,53.5,60.5,62.75,72.0,,,,843.0,,8467.99,,,,9310.99,,,,0.09053817048455642,,0.9094618295154435,,,,1.0,,,,0.09053817048455642,,0.05349775467737903,,,,,,,1.0,,17.0,,,,,,,1.0,,13.0,,,
藤崎町議会議員選挙（2015年10月04日投票）,藤崎町議会議員選挙,青森県,藤崎町,20151004.0,2015.0,10.0,4.0,20150929.0,63.89,14.0,16.0,1.1428571428571428,,,,,任期満了,70.87,,,,藤崎町議会議員選挙（2015年10月04日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.8125,0.1875,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8381651376146789,0.1618348623853211,,0.0644742413549753,0.053944954128440366,,8175.0,2.0,59.6875,10.097764294634729,35.0,55.0,61.5,66.25,76.0,62.07142857142857,7.86914667468812,43.0,57.5,64.5,66.75,76.0,,,,704.0,,7471.0,,,,8175.0,,,,0.08611620795107033,,0.9138837920489297,,,,1.0,,,,0.08611620795107033,,0.06092558613659531,,,,,,,1.0,,15.0,,,,,,,1.0,,13.0,,,
藤崎町議会議員選挙（2019年10月06日投票）,藤崎町議会議員選挙,青森県,藤崎町,20191006.0,2019.0,10.0,6.0,20191001.0,無投票,14.0,14.0,1.0,,,,,任期満了,63.89,,,,藤崎町議会議員選挙（2019年10月06日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,2.0,63.285714285714285,9.520118332312077,47.0,59.0,63.0,70.5,80.0,63.285714285714285,9.520118332312077,47.0,59.0,63.0,70.5,80.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,13.0,,,,,,,1.0,,13.0,,,
西目屋村議会議員補欠選挙（2006年02月26日投票）,西目屋村議会議員補欠選挙,青森県,西目屋村,20060226.0,2006.0,2.0,26.0,20060221.0,93.68,1.0,2.0,2.0,1393.0,,,,その他,,,,,西目屋村議会議員補欠選挙（2006年02月26日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1271.0,1.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,1271.0,,,,1271.0,,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,1.0,,,
