,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_地域政党いわて,得票数_幸福実現党,得票数_政党こどもの涙ゼロ,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_地域政党いわて,得票率_幸福実現党,得票率_政党こどもの涙ゼロ,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いわて,一人あたり得票率_幸福実現党,一人あたり得票率_政党こどもの涙ゼロ,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党いわて,立候補者数_幸福実現党,立候補者数_政党こどもの涙ゼロ,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党いわて,当選者数_幸福実現党,当選者数_政党こどもの涙ゼロ,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_青年自由
西和賀町議会議員選挙（2011年04月24日投票）,西和賀町議会議員選挙,岩手県,西和賀町,20110424.0,2011.0,4.0,24.0,20110419.0,90.34,12.0,14.0,1.1666666666666667,5921.0,,,-424.0,任期満了,92.23,,,,西和賀町議会議員選挙（2011年04月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8021833239224544,0.09674383587427066,0.10107284020327499,0.0668486103268712,0.09674383587427066,0.10107284020327499,5313.0,2.0,,,,,,,,,,,,,,,,,,,,459.0,,4854.0,,,,,5313.0,,,,,,0.08639186900056466,,0.9136081309994354,,,,,1.0,,,,,,0.04319593450028233,,0.07613401091661962,,,,,,,,,,2.0,,12.0,,,,,,,,,,0.0,,12.0,,,,
西和賀町議会議員選挙（2015年04月26日投票）,西和賀町議会議員選挙,岩手県,西和賀町,20150426.0,2015.0,4.0,26.0,20150421.0,89.04,12.0,13.0,1.0833333333333333,,,,,任期満了,90.34,,,,西和賀町議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.08333333333333333,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.6666666666666666,0.25,0.08333333333333333,0.6426358190456517,0.26915926461474904,0.08820491633959926,0.0714039798939613,0.08971975487158301,0.08820491633959926,4841.0,2.0,62.76923076923077,8.79819777134321,48.0,55.0,64.0,70.0,75.0,62.25,8.964048564497332,48.0,54.75,63.5,70.0,75.0,,,,,,427.0,,4414.0,,,,,4841.0,,,,,,0.08820491633959926,,0.9117950836604007,,,,,1.0,,,,,,0.08820491633959926,,0.07598292363836673,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,11.0,,,,
西和賀町議会議員選挙（2019年04月21日投票）,西和賀町議会議員選挙,岩手県,西和賀町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,12.0,12.0,1.0,,,,,任期満了,89.04,,,,西和賀町議会議員選挙（2019年04月21日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,,,,,,,0.0,2.0,65.5,8.9116029235299,52.0,58.0,67.5,73.25,79.0,65.5,8.9116029235299,52.0,58.0,67.5,73.25,79.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,,,1.0,,11.0,,,,
軽米町議会議員選挙（2007年04月22日投票）,軽米町議会議員選挙,岩手県,軽米町,20070422.0,2007.0,4.0,22.0,20070417.0,83.72,16.0,18.0,1.125,9304.0,,,,任期満了,,,,,軽米町議会議員選挙（2007年04月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.875,0.0625,0.0625,0.872478013450595,0.05923435075012933,0.06828763579927574,0.054529875840662184,0.05923435075012933,0.06828763579927574,7732.0,2.0,59.94444444444444,8.249392046436057,45.0,55.25,58.0,65.5,76.0,59.4375,7.857868270084451,45.0,55.75,58.0,64.5,76.0,,,,,,528.0,,7204.0,,,,,7732.0,,,,,,0.06828763579927574,,0.9317123642007242,,,,,1.0,,,,,,0.06828763579927574,,0.054806609658866134,,,,,,,,,,1.0,,17.0,,,,,,,,,,1.0,,15.0,,,,
軽米町議会議員選挙（2011年04月24日投票）,軽米町議会議員選挙,岩手県,軽米町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,14.0,14.0,1.0,,,,,任期満了,83.72,,,,軽米町議会議員選挙（2011年04月24日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,62.42857142857143,7.168525308739645,49.0,59.25,61.0,67.75,75.0,62.42857142857143,7.168525308739645,49.0,59.25,61.0,67.75,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,13.0,,,,,,,,,,1.0,,13.0,,,,
軽米町議会議員選挙（2015年04月26日投票）,軽米町議会議員選挙,岩手県,軽米町,20150426.0,2015.0,4.0,26.0,20150421.0,79.66,14.0,17.0,1.2142857142857142,,,,,任期満了,,,,,軽米町議会議員選挙（2015年04月26日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.07142857142857142,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.6428571428571429,0.35714285714285715,0.0,0.6513436887347307,0.30582717538832754,0.042829135876941635,0.06513436887347307,0.05097119589805459,0.042829135876941635,6630.999999999999,2.0,63.88235294117647,6.153739684998598,52.0,61.0,64.0,68.0,74.0,63.642857142857146,6.682676354972319,52.0,59.5,64.0,70.25,74.0,,,,,,329.0,,6302.0,,,,,6631.0,,,,,,0.049615442618006336,,0.9503845573819937,,,,,1.0,,,,,,0.049615442618006336,,0.059399034836374605,,,,,,,,,,1.0,,16.0,,,,,,,,,,1.0,,13.0,,,,
軽米町議会議員選挙（2019年04月21日投票）,軽米町議会議員選挙,岩手県,軽米町,20190421.0,2019.0,4.0,21.0,20190416.0,77.28,12.0,15.0,1.25,,,,,任期満了,79.66,,,,軽米町議会議員選挙（2019年04月21日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,,,,,,,,,,,,,6093.0,2.0,64.46666666666667,8.114732829174901,46.0,58.5,65.0,69.5,78.0,65.25,8.063549673272517,46.0,62.25,66.0,68.75,78.0,,,,,,470.0,,5623.0,,,,,6093.0,,,,,,0.07713769899885115,,0.9228623010011489,,,,,1.0,,,,,,0.07713769899885115,,0.06591873578579635,,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,,11.0,,,,
遠野市議会議員補欠選挙（2017年10月15日投票）,遠野市議会議員補欠選挙,岩手県,遠野市,20171015.0,2017.0,10.0,15.0,20171008.0,,1.0,2.0,2.0,24093.0,,,,任期満了,,,,,遠野市議会議員補欠選挙（2017年10月15日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,15611.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
遠野市議会議員選挙（1999年04月25日投票）,遠野市議会議員選挙,岩手県,遠野市,19990425.0,1999.0,4.0,25.0,19990418.0,84.86,20.0,27.0,1.35,22239.0,,,,任期満了,,,,,遠野市議会議員選挙（1999年04月25日投票）,1.0,27.0,21.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.7037037037037037,0.25925925925925924,0.037037037037037035,0.7619047619047619,0.19047619047619047,0.047619047619047616,0.9910924625655564,0.006855883474845656,0.0020516539595979576,0.05216276118766086,0.000979411924977951,0.0020516539595979576,637046.9999999999,4.0,,,,,,,,,,,,,,,893.0,,,,,857.0,,634443.1799999999,853.82,,,,637046.9999999999,0.0014017804023878932,,,,,0.0013452696582826702,,0.9959126720634428,0.0013402778758867088,,,,1.0,0.0014017804023878932,,,,,0.0013452696582826702,,0.041496361335976784,0.0013402778758867088,,,,1.0,,,,,1.0,,24.0,1.0,,,,1.0,,,,,1.0,,18.0,1.0,,,
遠野市議会議員選挙（2003年04月27日投票）,遠野市議会議員選挙,岩手県,遠野市,20030427.0,2003.0,4.0,27.0,20030420.0,84.34,21.0,25.0,1.1904761904761905,22235.0,,,-4.0,任期満了,84.86,,,,遠野市議会議員選挙（2003年04月27日投票）,1.0,25.0,21.0,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,0.64,0.32,0.04,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.6425939992506186,0.31069061891698796,0.04671538183239338,0.04016212495316366,0.038836327364623495,0.04671538183239338,18602.010000000002,4.0,,,,,,,,,,,,,,,851.0,,,,,1086.0,,16047.55,617.46,,,,18602.01,0.0457477444641735,,,,,0.05838078788259979,,0.8626782804653906,0.033193187187836155,,,,1.0,0.0457477444641735,,,,,0.05838078788259979,,0.03921264911206321,0.033193187187836155,,,,1.0,,,,,1.0,,22.0,1.0,,,,1.0,,,,,1.0,,19.0,0.0,,,
遠野市議会議員選挙（2006年10月29日投票）,遠野市議会議員選挙,岩手県,遠野市,20061029.0,2006.0,10.0,29.0,20061022.0,82.48,22.0,28.0,1.2727272727272727,26453.0,,,4218.0,その他,84.34,,,,遠野市議会議員選挙（2006年10月29日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7343403195080904,0.26565968049190963,,0.0349685866432424,0.037951382927415664,,21616.979999999996,4.0,59.607142857142854,6.326470951002427,50.0,54.75,58.5,63.0,73.0,60.13636363636363,6.82439111200309,50.0,54.5,58.5,66.75,73.0,852.0,,,,,1328.67,,18273.83,1162.48,,,,21616.98,0.03941346108475837,,,,,0.06146418232334027,,0.8453461121766316,0.05377624441526985,,,,1.0,0.03941346108475837,,,,,0.030732091161670135,,0.035222754674026316,0.05377624441526985,,,,1.0,,,,,2.0,,24.0,1.0,,,,1.0,,,,,1.0,,19.0,1.0,,,
遠野市議会議員選挙（2010年10月24日投票）,遠野市議会議員選挙,岩手県,遠野市,20101024.0,2010.0,10.0,24.0,20101022.0,77.84,20.0,22.0,1.1,25378.0,,,-1075.0,任期満了,82.48,,,,遠野市議会議員選挙（2010年10月24日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.75,0.25,0.0,0.6973610331274565,0.2710938696340156,0.03154509723852789,0.04358506457046603,0.05421877392680312,0.03154509723852789,19591.0,4.0,,,,,,,,,,,,,,,901.0,,,,,861.0,,16882.0,947.0,,,,19591.0,0.04599050584452044,,,,,0.043948751977949056,,0.861722219386453,0.04833852279107754,,,,1.0,0.04599050584452044,,,,,0.043948751977949056,,0.04535380102033963,0.04833852279107754,,,,1.0,,,,,1.0,,19.0,1.0,,,,1.0,,,,,1.0,,17.0,1.0,,,
遠野市議会議員選挙（2014年10月26日投票）,遠野市議会議員選挙,岩手県,遠野市,20141026.0,2014.0,10.0,26.0,20141019.0,74.7,18.0,19.0,1.0555555555555556,,,,,任期満了,77.84,,,,遠野市議会議員選挙（2014年10月26日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.8333333333333334,0.16666666666666666,0.0,0.7483882504562841,0.2127996840797239,0.03881206546399197,0.04989255003041894,0.07093322802657463,0.03881206546399197,18196.996,3.0,60.10526315789474,7.282963081503118,39.0,59.5,61.0,64.5,70.0,59.888888888888886,7.42285426450626,39.0,59.25,61.0,64.5,70.0,1485.0,,,,,1012.0,,15699.996,,,,,18196.996,0.08160687621187586,,,,,0.05561357489994503,,0.8627795488881791,,,,,1.0,0.08160687621187586,,,,,0.05561357489994503,,0.05075173816989289,,,,,1.0,,,,,1.0,,17.0,,,,,1.0,,,,,1.0,,16.0,,,,
遠野市議会議員選挙（2018年10月28日投票）,遠野市議会議員選挙,岩手県,遠野市,20181028.0,2018.0,10.0,28.0,20181021.0,74.56,18.0,22.0,1.2222222222222223,,,,,任期満了,74.7,,,,遠野市議会議員選挙（2018年10月28日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7374464060938755,0.2625535939061245,,0.046090400380867216,0.04375893231768741,,17414.993,3.0,60.59090909090909,9.513908913265743,39.0,56.5,64.0,66.0,73.0,60.77777777777778,9.288915470456386,39.0,56.5,64.5,66.0,73.0,1115.0,,,,,690.3910000000001,,15609.601999999999,,,,,17414.993,0.06402529131076884,,,,,0.03964348420926728,,0.8963312244799639,,,,,1.0,0.06402529131076884,,,,,0.03964348420926728,,0.0448165612239982,,,,,1.0,,,,,1.0,,20.0,,,,,1.0,,,,,1.0,,16.0,,,,
野田村議会議員選挙（2003年04月27日投票）,野田村議会議員選挙,岩手県,野田村,20030427.0,2003.0,4.0,27.0,20030422.0,85.96,14.0,15.0,1.0714285714285714,4181.0,,,,任期満了,,,,,野田村議会議員選挙（2003年04月27日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8080469404861693,0.08018999720592344,0.11176306230790724,0.06215745696047456,0.08018999720592344,0.11176306230790724,3579.0,2.0,56.53333333333333,7.126164622166836,44.0,53.0,55.0,59.5,77.0,56.214285714285715,7.2720460024139335,44.0,53.0,54.5,57.25,77.0,,,,,,400.0,,3179.0,,,,,3579.0,,,,,,0.11176306230790724,,0.8882369376920928,,,,,1.0,,,,,,0.11176306230790724,,0.0634454955494352,,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,,13.0,,,,
野田村議会議員選挙（2007年04月22日投票）,野田村議会議員選挙,岩手県,野田村,20070422.0,2007.0,4.0,22.0,20070417.0,83.2,12.0,15.0,1.25,4083.0,,,-98.0,任期満了,85.96,,,,野田村議会議員選挙（2007年04月22日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.6857801418439717,0.3142198581560284,,0.06857801418439717,0.06284397163120567,,3384.0000000000005,2.0,57.86666666666667,4.425180473406957,48.0,56.0,57.0,59.0,68.0,58.083333333333336,4.855552377319071,48.0,56.5,57.5,59.25,68.0,,,,,,221.0,,3163.0000000000005,,,,,3384.0000000000005,,,,,,0.06530732860520094,,0.9346926713947991,,,,,1.0,,,,,,0.06530732860520094,,0.06676376224248565,,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,,11.0,,,,
野田村議会議員選挙（2011年08月07日投票）,野田村議会議員選挙,岩手県,野田村,20110807.0,2011.0,8.0,7.0,20110802.0,82.19,12.0,15.0,1.25,3885.0,,,-198.0,任期満了,83.2,,,,野田村議会議員選挙（2011年08月07日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.6666666666666666,0.2,0.13333333333333333,0.75,0.08333333333333333,0.16666666666666666,0.7016103568045469,0.1108304389011683,0.18755920429428483,0.07016103568045469,0.03694347963372276,0.09377960214714241,3167.0,2.0,61.333333333333336,3.627058802329451,52.0,59.0,62.0,63.0,69.0,61.333333333333336,3.9651257511234395,52.0,59.0,62.0,63.25,69.0,,,,,,253.0,,2914.0,,,,,3167.0,,,,,,0.07988632775497316,,0.9201136722450268,,,,,1.0,,,,,,0.07988632775497316,,0.06572240516035906,,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,,11.0,,,,
野田村議会議員選挙（2015年07月26日投票）,野田村議会議員選挙,岩手県,野田村,20150726.0,2015.0,7.0,26.0,20150721.0,77.7,12.0,13.0,1.0833333333333333,3771.0,,,-114.0,任期満了,82.19,,,,野田村議会議員選挙（2015年07月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.3076923076923077,0.0,0.75,0.25,0.0,0.6714925887624957,0.3285074112375043,,0.0746102876402773,0.08212685280937608,,2901.0,2.0,62.84615384615385,8.87386962548907,36.0,63.0,66.0,67.0,73.0,62.583333333333336,9.187476379410302,36.0,61.5,66.0,67.25,73.0,,,,,,248.0,,2653.0,,,,,2901.0,,,,,,0.08548776284039986,,0.9145122371596002,,,,,1.0,,,,,,0.08548776284039986,,0.07620935309663335,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,11.0,,,,
野田村議会議員選挙（2019年07月28日投票）,野田村議会議員選挙,岩手県,野田村,20190728.0,2019.0,7.0,28.0,20190723.0,無投票,12.0,12.0,1.0,,,,,任期満了,77.7,,,,野田村議会議員選挙（2019年07月28日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.4166666666666667,0.0,0.5833333333333334,0.4166666666666667,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,,,1.0,,11.0,,,,
金ケ崎町議会議員選挙（2008年02月17日投票）,金ケ崎町議会議員選挙,岩手県,金ケ崎町,20080217.0,2008.0,2.0,17.0,20080212.0,74.98,18.0,19.0,1.0555555555555556,13259.0,,,,任期満了,,,,,金ケ崎町議会議員選挙（2008年02月17日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7272881528144687,0.23600589311115627,0.03670595407437512,0.05194915377246205,0.05900147327778907,0.03670595407437512,9842.0,4.0,63.78947368421053,6.345980471451542,50.0,59.5,66.0,67.0,76.0,63.111111111111114,5.810803051107948,50.0,59.25,65.5,67.0,71.0,668.0,,,,,551.0,,8266.0,357.0,,,,9842.0,0.06787238366185734,,,,,0.055984555984555984,,0.839869945133103,0.03627311522048364,,,,1.0,0.06787238366185734,,,,,0.055984555984555984,,0.052491871570818936,0.03627311522048364,,,,1.0,,,,,1.0,,16.0,1.0,,,,1.0,,,,,1.0,,15.0,1.0,,,
金ケ崎町議会議員選挙（2012年02月19日投票）,金ケ崎町議会議員選挙,岩手県,金ケ崎町,20120219.0,2012.0,2.0,19.0,20120214.0,72.4,16.0,17.0,1.0625,13156.0,,,-103.0,任期満了,74.98,,,,金ケ崎町議会議員選挙（2012年02月19日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.6470588235294118,0.35294117647058826,0.0,0.625,0.375,0.0,0.6269275763054344,0.37307242369456556,,0.05699341602776676,0.06217873728242759,,9403.0,3.0,,,,,,,,,,,,,,,703.0,,,,,446.0,,8254.0,,,,,9403.0,0.07476337339147081,,,,,0.04743167074337977,,0.8778049558651494,,,,,1.0,0.07476337339147081,,,,,0.04743167074337977,,0.05852033039100996,,,,,1.0,,,,,1.0,,15.0,,,,,1.0,,,,,1.0,,14.0,,,,
金ケ崎町議会議員選挙（2016年02月21日投票）,金ケ崎町議会議員選挙,岩手県,金ケ崎町,20160221.0,2016.0,2.0,21.0,20160216.0,70.74,16.0,17.0,1.0625,12937.0,,,-219.0,任期満了,72.4,,,,金ケ崎町議会議員選挙（2016年02月21日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.6470588235294118,0.23529411764705882,0.11764705882352941,0.625,0.25,0.125,0.5979698049254049,0.3034449624737879,0.09858523260080729,0.054360891356854985,0.07586124061844697,0.049292616300403644,9074.99,0.0,66.6470588235294,4.72715778890928,58.0,64.0,67.0,70.0,75.0,66.5625,4.860153675553891,58.0,63.5,66.5,70.25,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金ケ崎町議会議員選挙（2020年02月16日投票）,金ケ崎町議会議員選挙,岩手県,金ケ崎町,20200216.0,2020.0,2.0,16.0,20200211.0,67.77,16.0,18.0,1.125,,,,,任期満了,70.74,,,,金ケ崎町議会議員選挙（2020年02月16日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.1875,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6875,0.25,0.0625,0.6651730564788911,0.27195990971557044,0.06286703380553846,0.055431088039907594,0.054391981943114086,0.06286703380553846,8684.997,4.0,66.27777777777777,9.864670719038813,39.0,64.5,69.0,71.75,79.0,65.4375,9.930815361791801,39.0,64.0,69.0,71.25,75.0,581.0269999999999,,,682.0,,419.466,,7002.504,,,,,8684.997,0.06690008067936004,,,0.0785262217131451,,0.04829777143273625,,0.8062759261747586,,,,,1.0,0.06690008067936004,,,0.0785262217131451,,0.04829777143273625,,0.05375172841165057,,,,,1.0,,,1.0,,1.0,,15.0,,,,,1.0,,,1.0,,1.0,,13.0,,,,
釜石市議会議員選挙（2003年08月03日投票）,釜石市議会議員選挙,岩手県,釜石市,20030803.0,2003.0,8.0,3.0,20030727.0,79.67,26.0,30.0,1.1538461538461535,37090.0,,,,任期満了,,,,,釜石市議会議員選挙（2003年08月03日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.1,0.11538461538461539,0.6,0.26666666666666666,0.13333333333333333,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6142423104495954,0.2792817396647663,0.1064759498856382,0.0341245728027553,0.03491021745809579,0.02661898747140955,29293.0,5.0,,,,,,,,,,,,,,,2395.0,,,,,1579.0,,20514.0,3747.0,,1058.0,,29293.0,0.0817601474755061,,,,,0.0539036629911583,,0.7003038268528318,0.1279145188270235,,0.03611784385348035,,1.0,0.04088007373775305,,,,,0.02695183149557915,,0.03334780127870628,0.03197862970675588,,0.03611784385348035,,2.0,,,,,2.0,,21.0,4.0,,1.0,,2.0,,,,,2.0,,18.0,3.0,,1.0,
釜石市議会議員選挙（2007年08月12日投票）,釜石市議会議員選挙,岩手県,釜石市,20070812.0,2007.0,8.0,12.0,20070805.0,72.33,23.0,25.0,1.0869565217391304,35389.0,,,-1701.0,任期満了,79.67,,,,釜石市議会議員選挙（2007年08月12日投票）,1.0,25.0,23.0,1.0869565217391304,0.0,0.0,0.0,0.12,0.13043478260869565,0.76,0.16,0.08,0.782608695652174,0.17391304347826086,0.043478260869565216,0.7485036266162094,0.17076474298328603,0.08073163040050457,0.0393949277166426,0.04269118574582151,0.040365815200252286,25368.0,5.0,57.84,8.798545334315214,38.0,51.0,60.0,63.0,76.0,57.82608695652174,8.937717702611165,38.0,52.5,60.0,63.0,76.0,2112.0,,,,,1458.0,,19815.0,1159.0,,824.0,,25368.0,0.08325449385052035,,,,,0.05747398297067171,,0.7811021759697256,0.0456874802901293,,0.03248186691895301,,1.0,0.041627246925260174,,,,,0.028736991485335855,,0.04111064084051188,0.0456874802901293,,0.03248186691895301,,2.0,,,,,2.0,,19.0,1.0,,1.0,,2.0,,,,,2.0,,17.0,1.0,,1.0,
釜石市議会議員選挙（2011年09月11日投票）,釜石市議会議員選挙,岩手県,釜石市,20110911.0,2011.0,9.0,11.0,20110904.0,68.11,20.0,22.0,1.1,,,,,任期満了,72.33,,,,釜石市議会議員選挙（2011年09月11日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.85,0.15,0.0,0.799928109172032,0.17867468644593382,0.0213972043820341,0.04705459465717836,0.044668671611483454,0.0213972043820341,21170.989999999998,4.0,,,,,,,,,,,,,,,2509.0,,,,,1515.75,,16128.24,1018.0,,,,21170.989999999998,0.11851122691947803,,,,,0.07159561267564721,,0.7618084936037475,0.0480846668011274,,,,1.0,0.059255613459739016,,,,,0.035797806337823604,,0.0448122643296322,0.0480846668011274,,,,2.0,,,,,2.0,,17.0,1.0,,,,2.0,,,,,2.0,,15.0,1.0,,,
釜石市議会議員選挙（2015年09月06日投票）,釜石市議会議員選挙,岩手県,釜石市,20150906.0,2015.0,9.0,6.0,20150830.0,64.57,20.0,22.0,1.1,30489.0,,,,任期満了,68.11,,,,釜石市議会議員選挙（2015年09月06日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.75,0.25,0.0,0.6713506111743914,0.3034574743482944,0.02519191447731414,0.044756707411626094,0.05057624572471573,0.02519191447731414,19410.989999999998,4.0,62.95454545454545,8.782613365090208,38.0,59.75,66.0,68.0,73.0,61.95,8.587636461797858,38.0,59.0,64.5,68.0,73.0,2395.35,,,,,1288.78,,15021.86,705.0,,,,19410.99,0.12340174303319922,,,,,0.06639434670771557,,0.773884278957436,0.03631963130164922,,,,1.0,0.06170087151659961,,,,,0.03319717335385779,,0.045522604644555056,0.03631963130164922,,,,2.0,,,,,2.0,,17.0,1.0,,,,2.0,,,,,2.0,,15.0,1.0,,,
釜石市議会議員選挙（2019年09月08日投票）,釜石市議会議員選挙,岩手県,釜石市,20190908.0,2019.0,9.0,8.0,20190901.0,無投票,18.0,18.0,1.0,,,,,任期満了,64.57,,,,釜石市議会議員選挙（2019年09月08日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6666666666666666,0.2777777777777778,0.05555555555555555,,,,,,,0.0,3.0,64.83333333333333,11.757976016304847,30.0,57.5,69.0,72.0,77.0,64.83333333333333,11.757976016304847,30.0,57.5,69.0,72.0,77.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,15.0,,,,,2.0,,,,,1.0,,15.0,,,,
