,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_　,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
山県市議会議員選挙（2008年04月20日投票）,山県市議会議員選挙,岐阜県,山県市,20080420.0,2008.0,4.0,20.0,20080413.0,無投票,16.0,16.0,1.0,25027.0,,,,任期満了,,,,,山県市議会議員選挙（2008年04月20日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,0.875,0.0625,0.0625,0.875,0.0625,0.0625,,,,,,,0.0,2.0,63.5,7.044501401802686,50.0,59.5,65.0,68.25,76.0,63.5,7.044501401802686,50.0,59.5,65.0,68.25,76.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,15.0,,,,,,1.0,,,,,,,15.0,,,,
山県市議会議員選挙（2012年04月22日投票）,山県市議会議員選挙,岐阜県,山県市,20120422.0,2012.0,4.0,22.0,20120415.0,65.38,14.0,18.0,1.2857142857142858,23866.0,,,-1161.0,任期満了,,,,,山県市議会議員選挙（2012年04月22日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.1111111111111111,0.07142857142857142,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.5917404511083824,0.28575130873133847,0.1225082401602792,0.059174045110838236,0.047625218121889745,0.0612541200801396,15473.0,3.0,59.333333333333336,12.679817734406823,29.0,55.75,62.5,67.75,74.0,61.07142857142857,11.683103096317504,29.0,55.75,63.5,68.75,74.0,,1562.0,,,586.17,,,,13324.83,,,,,15473.0,,0.10095004200866024,,,0.03788340981063788,,,,0.8611665481807018,,,,,1.0,,0.10095004200866024,,,0.03788340981063788,,,,0.053822909261293864,,,,,,1.0,,,1.0,,,,16.0,,,,,,1.0,,,0.0,,,,13.0,,,,
山県市議会議員選挙（2016年04月24日投票）,山県市議会議員選挙,岐阜県,山県市,20160424.0,2016.0,4.0,24.0,20160417.0,59.16,14.0,15.0,1.0714285714285714,22872.0,,,-994.0,任期満了,65.38,,,,山県市議会議員選挙（2016年04月24日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.6,0.4,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5661929693343306,0.4338070306656694,,0.06291032992603673,0.07230117177761157,,13370.0,0.0,57.2,12.843675486401859,31.0,50.0,64.0,66.5,72.0,56.57142857142857,13.069672013123062,31.0,49.5,61.0,66.75,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山県市議会議員選挙（2020年04月26日投票）,山県市議会議員選挙,岐阜県,山県市,20200426.0,2020.0,4.0,26.0,20200419.0,47.08,13.0,15.0,1.1538461538461535,,,,,任期満了,59.16,,,,山県市議会議員選挙（2020年04月26日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.13333333333333333,0.15384615384615385,0.7333333333333333,0.26666666666666666,0.0,0.8461538461538461,0.15384615384615385,0.0,0.8294603254715119,0.17053967452848806,,0.0754054841337738,0.042634918632122015,,10413.999,4.0,56.46666666666667,12.981354149531379,36.0,45.0,60.0,68.5,71.0,54.69230769230769,13.070133984273607,36.0,44.0,55.0,69.0,71.0,,1310.43,,,721.0,,,,7285.5689999999995,,1097.0,,,10413.999,,0.12583350545741362,,,0.06923373048144138,,,,0.6995937871705192,,0.10533897689062578,,,1.0,,0.12583350545741362,,,0.06923373048144138,,,,0.06359943519731993,,0.05266948844531289,,,,1.0,,,1.0,,,,11.0,,2.0,,,,1.0,,,1.0,,,,9.0,,2.0,,
岐南町議会議員補欠選挙（2016年12月04日投票）,岐南町議会議員補欠選挙,岐阜県,岐南町,20161204.0,2016.0,12.0,4.0,20161129.0,無投票,3.0,3.0,1.0,,,,,退職/桜井明議員、小島英雄議員、岩田晴義議員の町長選挙出馬のための辞職による,,,,,岐南町議会議員補欠選挙（2016年12月04日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,,,,,,,0.0,0.0,57.666666666666664,13.224556283251582,39.0,52.5,66.0,67.0,68.0,57.666666666666664,13.224556283251582,39.0,52.5,66.0,67.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岐南町議会議員補欠選挙（2020年10月25日投票）,岐南町議会議員補欠選挙,岐阜県,岐南町,20201025.0,2020.0,10.0,25.0,20201020.0,無投票,2.0,2.0,1.0,,,,,その他/小島英雄氏、加藤雅浩氏の辞職のため,,,,,岐南町議会議員補欠選挙（2020年10月25日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,
岐南町議会議員選挙（2009年09月13日投票）,岐南町議会議員選挙,岐阜県,岐南町,20090913.0,2009.0,9.0,13.0,20090908.0,57.63,10.0,16.0,1.6,18116.0,,,,任期満了,,,,,岐南町議会議員選挙（2009年09月13日投票）,1.0,16.0,10.0,1.6,0.0,0.0,0.0,0.0625,0.1,0.75,0.1875,0.0625,0.7,0.2,0.1,0.7051987619692427,0.1660653834993713,0.128735854531386,0.05876656349743689,0.05535512783312377,0.128735854531386,10339.0,3.0,59.5,10.729631866937467,31.0,55.5,62.5,66.25,72.0,55.2,10.870142593360953,31.0,51.75,59.0,63.25,67.0,,1129.0,,,712.0,,,,8498.0,,,,,10339.0,,0.10919818164232517,,,0.06886546087629365,,,,0.8219363574813812,,,,,1.0,,0.10919818164232517,,,0.06886546087629365,,,,0.05870973982009865,,,,,,1.0,,,1.0,,,,14.0,,,,,,1.0,,,1.0,,,,8.0,,,,
岐南町議会議員選挙（2013年09月08日投票）,岐南町議会議員選挙,岐阜県,岐南町,20130908.0,2013.0,9.0,8.0,20130903.0,無投票,10.0,10.0,1.0,,,,,任期満了,57.63,,,,岐南町議会議員選挙（2013年09月08日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,,,,,,,0.0,3.0,57.6,10.480458005259122,35.0,53.5,60.5,64.5,71.0,57.6,10.480458005259122,35.0,53.5,60.5,64.5,71.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,8.0,,,,,,1.0,,,1.0,,,,8.0,,,,
岐南町議会議員選挙（2017年09月10日投票）,岐南町議会議員選挙,岐阜県,岐南町,20170910.0,2017.0,9.0,10.0,20170905.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,岐南町議会議員選挙（2017年09月10日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.2,0.2,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,59.7,12.337341690980274,39.0,51.0,64.5,68.5,75.0,59.7,12.337341690980274,39.0,51.0,64.5,68.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岐阜市議会議員増員選挙（2006年01月29日投票）,岐阜市議会議員増員選挙,岐阜県,岐阜市,20060129.0,2006.0,1.0,29.0,20060122.0,63.21,2.0,5.0,2.5,9578.0,,,,その他,,,,,岐阜市議会議員増員選挙（2006年01月29日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,5984.0,2.0,53.0,12.083045973594572,35.0,43.0,57.0,64.0,66.0,39.0,4.0,35.0,37.0,39.0,41.0,43.0,,,,,759.0,,,,5225.0,,,,,5984.0,,,,,0.12683823529411764,,,,0.8731617647058824,,,,,1.0,,,,,0.12683823529411764,,,,0.2182904411764706,,,,,,,,,1.0,,,,4.0,,,,,,,,,0.0,,,,2.0,,,,
岐阜市議会議員補欠選挙（2002年02月24日投票）,岐阜市議会議員補欠選挙,岐阜県,岐阜市,20020224.0,2002.0,2.0,24.0,20020217.0,49.51,1.0,3.0,3.0,320907.0,,,,その他,,,,,岐阜市議会議員補欠選挙（2002年02月24日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,,0.4003121579438116,0.5996878420561884,,0.2001560789719058,0.5996878420561884,148002.0,3.0,51.333333333333336,6.79869268479038,42.0,48.0,54.0,56.0,58.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,34148.0,,,,25099.0,,,,88755.0,148002.0,,,,,0.2307266118025432,,,,0.16958554614126836,,,,0.5996878420561884,1.0,,,,,0.2307266118025432,,,,0.16958554614126836,,,,0.5996878420561884,,,,,1.0,,,,1.0,,,,1.0,,,,,0.0,,,,0.0,,,,1.0
岐阜市議会議員補欠選挙（2014年02月02日投票）,岐阜市議会議員補欠選挙,岐阜県,岐阜市,20140202.0,2014.0,2.0,2.0,20140126.0,,2.0,5.0,2.5,,,,,その他,49.51,,,,岐阜市議会議員補欠選挙（2014年02月02日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.6,0.5,0.0,0.8,0.2,0.0,1.0,0.0,,0.7849432191870916,0.21505678081290833,,0.1962358047967729,0.21505678081290833,114035.0,2.0,,,,,,,,,,,,,,,,,,,25449.0,,,,88586.0,,,,,114035.0,,,,,0.22316832551409654,,,,0.7768316744859034,,,,,1.0,,,,,0.22316832551409654,,,,0.19420791862147585,,,,,,,,,1.0,,,,4.0,,,,,,,,,1.0,,,,1.0,,,,
岐阜市議会議員補欠選挙（2018年01月28日投票）,岐阜市議会議員補欠選挙,岐阜県,岐阜市,20180128.0,2018.0,1.0,28.0,20180121.0,36.34,1.0,3.0,3.0,336969.0,,,,その他/高橋正議員の辞職に伴う選挙,,,,,岐阜市議会議員補欠選挙（2018年01月28日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,,0.39075183739808356,0.6092481626019164,,0.19537591869904178,0.6092481626019164,111979.0,0.0,55.0,9.273618495495704,47.0,48.5,50.0,59.0,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岐阜市議会議員選挙（1999年04月25日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,19990425.0,1999.0,4.0,25.0,19990418.0,55.32,44.0,48.0,1.0909090909090908,316751.0,,,,任期満了,,,,,岐阜市議会議員選挙（1999年04月25日投票）,1.0,48.0,44.0,1.0909090909090908,0.0,0.0,0.0,0.10416666666666667,0.09090909090909091,0.7916666666666666,0.1875,0.020833333333333332,0.8409090909090909,0.13636363636363635,0.022727272727272728,0.8379968107996884,0.12953997222212427,0.03246321697818732,0.022052547652623378,0.014393330246902696,0.03246321697818732,172964.99,6.0,53.979166666666664,9.820237572086647,30.0,48.75,53.5,59.0,76.0,53.97727272727273,9.684778676693078,30.0,49.0,53.5,59.0,76.0,,20847.0,,,14221.0,,14676.630000000001,,40168.58,3886.65,,,79165.13,172964.99,,0.1205272812723546,,,0.08221895078304575,,0.08485318329449215,,0.23223532114793868,0.022470732371909486,,,0.45769453113025943,1.0,,0.02410545625447092,,,0.01644379015660915,,0.021213295823623038,,0.02111230192253988,0.022470732371909486,,,0.020804296869557246,,5.0,,,5.0,,4.0,,11.0,1.0,,,22.0,,5.0,,,5.0,,4.0,,8.0,1.0,,,21.0
岐阜市議会議員選挙（2003年04月27日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,20030427.0,2003.0,4.0,27.0,20030420.0,50.14,42.0,52.0,1.238095238095238,319175.0,,,2424.0,任期満了,55.32,,,,岐阜市議会議員選挙（2003年04月27日投票）,1.0,52.0,42.0,1.2380952380952381,0.0,0.0,0.0,0.11538461538461539,0.09523809523809523,0.7307692307692307,0.2692307692307692,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7740227915325113,0.22597720846748862,,0.02036902082980293,0.016141229176249185,,157941.99000000002,6.0,53.88461538461539,11.079526937544008,29.0,47.75,54.5,60.25,80.0,55.88095238095238,9.817870928524218,34.0,50.25,55.0,60.75,80.0,,21251.0,,,12340.0,,12980.81,,32275.04,3059.86,,,76035.27999999998,157941.99,,0.1345494000677084,,,0.07812995138278302,,0.08218720050317209,,0.2043474316108085,0.019373315481209272,,,0.48141270095431865,1.0,,0.022424900011284735,,,0.015625990276556603,,0.020546800125793022,,0.015719033200831425,0.019373315481209272,,,0.020930986998013854,,6.0,,,5.0,,4.0,,13.0,1.0,,,23.0,,6.0,,,4.0,,3.0,,6.0,1.0,,,22.0
岐阜市議会議員選挙（2007年04月22日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,20070422.0,2007.0,4.0,22.0,20070415.0,49.42,44.0,51.0,1.1590909090909092,330556.0,,,11381.0,任期満了,50.14,,,,岐阜市議会議員選挙（2007年04月22日投票）,1.0,51.0,44.0,1.1590909090909092,0.0,0.0,0.0,0.11764705882352941,0.09090909090909091,0.7058823529411765,0.2549019607843137,0.0392156862745098,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7413552059627821,0.20800827199613062,0.050636522041087144,0.020593200165632836,0.016000636307394664,0.025318261020543572,161267.0,6.0,54.15686274509804,11.076158017658535,26.0,48.5,57.0,61.0,83.0,55.61363636363637,10.76234156063487,26.0,51.75,58.0,61.25,83.0,,21173.0,,,12771.0,,14064.25,,33213.57,3137.54,,,76907.64,161267.0,,0.13129158476315675,,,0.07919165111275091,,0.08721096070491793,,0.20595391493609977,0.019455561274160243,,,0.4768963272089144,1.0,,0.021881930793859458,,,0.01583833022255018,,0.021802740176229483,,0.01872308317600907,0.019455561274160243,,,0.019870680300371434,,6.0,,,5.0,,4.0,,11.0,1.0,,,24.0,,6.0,,,3.0,,4.0,,8.0,1.0,,,22.0
岐阜市議会議員選挙（2011年04月24日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,20110424.0,2011.0,4.0,24.0,20110417.0,44.9,41.0,55.0,1.3414634146341464,330179.0,,,-377.0,任期満了,49.42,,,,岐阜市議会議員選挙（2011年04月24日投票）,1.0,55.0,41.0,1.3414634146341464,0.0,0.0,0.0,0.10909090909090909,0.07317073170731707,0.6363636363636364,0.32727272727272727,0.03636363636363636,0.7317073170731707,0.21951219512195122,0.04878048780487805,0.6724676876691548,0.29188859660236693,0.035643715728478444,0.019213362504832993,0.01621603314457594,0.017821857864239222,146252.99000000002,5.0,,,,,,,,,,,,,,,,18181.8,,,10944.0,,9694.35,,60999.840000000004,,,,46433.0,146252.99,,0.1243174583986283,,,0.07482923938854173,,0.06628479869026951,,0.4170843960181601,,,,0.3174841075044004,1.0,,0.02486349167972566,,,0.018707309847135433,,0.01657119967256738,,0.017378516500756672,,,,0.01763800597246669,,5.0,,,4.0,,4.0,,24.0,,,,18.0,,5.0,,,3.0,,2.0,,16.0,,,,15.0
岐阜市議会議員選挙（2015年04月26日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,20150426.0,2015.0,4.0,26.0,20150419.0,40.87,38.0,50.0,1.3157894736842106,,,,,任期満了,44.9,,,,岐阜市議会議員選挙（2015年04月26日投票）,1.0,50.0,38.0,1.3157894736842106,0.0,0.0,0.0,0.16,0.13157894736842105,0.64,0.28,0.08,0.8157894736842105,0.07894736842105263,0.10526315789473684,0.7657234654220638,0.152678684037307,0.0815978505406292,0.023928858294439494,0.010905620288379072,0.0203994626351573,132490.99,6.0,,,,,,,,,,,,,,,,17097.0,,,12711.0,,5764.48,,51026.94,,,2084.0,43807.57,132490.99,,0.12904273717027853,,,0.09593859929645028,,0.04350846800978693,,0.3851351703236575,,,0.01572937148405337,0.3306456537157734,1.0,,0.025808547434055706,,,0.02398464982411257,,0.021754234004893465,,0.016745007405376412,,,0.01572937148405337,0.022043043581051563,,5.0,,,4.0,,2.0,,23.0,,,1.0,15.0,,5.0,,,3.0,,2.0,,14.0,,,0.0,14.0
岐阜市議会議員選挙（2019年04月21日投票）,岐阜市議会議員選挙,岐阜県,岐阜市,20190421.0,2019.0,4.0,21.0,20190414.0,38.27,38.0,52.0,1.368421052631579,333674.0,,,,任期満了,40.87,,,,岐阜市議会議員選挙（2019年04月21日投票）,1.0,52.0,38.0,1.368421052631579,0.0,0.0,0.0,0.11538461538461539,0.15789473684210525,0.6923076923076923,0.25,0.057692307692307696,0.8157894736842105,0.10526315789473684,0.07894736842105263,0.7608155179639805,0.17427308055273266,0.06491140148328695,0.021133764387888346,0.013405621580979436,0.021637133827762316,126026.99699999999,5.0,58.03846153846154,10.70758454852939,29.0,51.75,59.5,66.0,77.0,58.86842105263158,10.42055421455616,32.0,53.0,60.5,66.0,77.0,,16333.0,,,9225.0,,,,41632.396,,8435.126,,50401.475,126026.997,,0.12959921595211857,,,0.07319860204238621,,,,0.3303450609078625,,0.06693110365868672,,0.399926017438946,1.0,,0.025919843190423713,,,0.018299650510596552,,,,0.015730717186088688,,0.022310367886228907,,0.021048737759944525,,5.0,,,4.0,,,,21.0,,3.0,,19.0,,5.0,,,3.0,,,,12.0,,3.0,,15.0
川辺町議会議員補欠選挙（2001年04月22日投票）,川辺町議会議員補欠選挙,岐阜県,川辺町,20010422.0,2001.0,4.0,22.0,20010417.0,81.18,2.0,4.0,2.0,8588.0,,,,その他,,,,,川辺町議会議員補欠選挙（2001年04月22日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,0.5,,0.746316758747698,0.253683241252302,,0.24877225291589933,0.253683241252302,6516.0,1.0,66.25,3.112474899497183,63.0,63.75,65.5,68.0,71.0,67.0,4.0,63.0,65.0,67.0,69.0,71.0,,,,,,,,,6516.0,,,,,6516.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.25,,,,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,,,,
川辺町議会議員選挙（1999年08月22日投票）,川辺町議会議員選挙,岐阜県,川辺町,19990822.0,1999.0,8.0,22.0,19990817.0,86.52,14.0,17.0,1.2142857142857142,8584.0,,,,任期満了,,,,,川辺町議会議員選挙（1999年08月22日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.07142857142857142,0.35294117647058826,0.6470588235294118,0.0,0.35714285714285715,0.6428571428571429,0.0,0.3097976453424678,0.6902023546575322,,0.051632940890411295,0.0627456686052302,,7347.99,2.0,59.705882352941174,9.74839175805487,34.0,57.0,62.0,66.0,71.0,58.357142857142854,10.103798033110001,34.0,54.0,60.5,65.5,70.0,,,,,282.0,,,,7065.99,,,,,7347.99,,,,,0.03837784210375899,,,,0.9616221578962411,,,,,1.0,,,,,0.03837784210375899,,,,0.060101384868515066,,,,,,,,,1.0,,,,16.0,,,,,,,,,0.0,,,,14.0,,,,
川辺町議会議員選挙（2003年08月24日投票）,川辺町議会議員選挙,岐阜県,川辺町,20030824.0,2003.0,8.0,24.0,20030819.0,81.9,12.0,14.0,1.1666666666666667,8619.0,,,35.0,任期満了,86.52,,,,川辺町議会議員選挙（2003年08月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.7587292501431024,0.09473382942186606,0.14653692043503147,0.06322743751192521,0.09473382942186606,0.14653692043503147,6988.0,1.0,62.5,8.440971508067067,38.0,61.25,63.5,66.5,74.0,61.75,8.554969316134336,38.0,60.75,63.5,65.5,74.0,,,,,,,,,6988.0,,,,,6988.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,14.0,,,,,,,,,,,,,12.0,,,,
川辺町議会議員選挙（2007年08月26日投票）,川辺町議会議員選挙,岐阜県,川辺町,20070826.0,2007.0,8.0,26.0,20070821.0,79.38,10.0,13.0,1.3,8725.0,,,106.0,任期満了,81.9,,,,川辺町議会議員選挙（2007年08月26日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.07692307692307693,0.4,0.5,0.1,0.46972996642825865,0.4711545759743103,0.05911545759743103,0.0782883277380431,0.07852576266238505,0.05911545759743103,6851.0,1.0,63.0,8.494342008292707,42.0,59.0,63.0,69.0,76.0,62.7,9.529428104561154,42.0,57.5,63.0,69.75,76.0,,,,,,,,,6851.0,,,,,6851.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,13.0,,,,,,,,,,,,,10.0,,,,
川辺町議会議員選挙（2011年08月21日投票）,川辺町議会議員選挙,岐阜県,川辺町,20110821.0,2011.0,8.0,21.0,20110816.0,無投票,10.0,10.0,1.0,8740.0,,,15.0,任期満了,79.38,,,,川辺町議会議員選挙（2011年08月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.2,0.1,0.7,0.2,0.1,,,,,,,0.0,1.0,65.9,8.99388681271896,46.0,61.5,66.0,71.75,80.0,65.9,8.99388681271896,46.0,61.5,66.0,71.75,80.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,10.0,,,,
川辺町議会議員選挙（2015年08月23日投票）,川辺町議会議員選挙,岐阜県,川辺町,20150823.0,2015.0,8.0,23.0,20150818.0,無投票,9.0,9.0,1.0,,,,,任期満了,,,,,川辺町議会議員選挙（2015年08月23日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,,,,,,,0.0,1.0,65.22222222222223,6.494061864978869,50.0,64.0,66.0,67.0,76.0,65.22222222222223,6.494061864978869,50.0,64.0,66.0,67.0,76.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,9.0,,,,
川辺町議会議員選挙（2019年08月25日投票）,川辺町議会議員選挙,岐阜県,川辺町,20190825.0,2019.0,8.0,25.0,20190820.0,56.89,9.0,10.0,1.1111111111111112,,,,,任期満了,,,,,川辺町議会議員選挙（2019年08月25日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6917879864445823,0.3082120135554177,,0.0988268552063689,0.1027373378518059,,4736.999,1.0,67.7,6.634003316248793,54.0,68.0,69.0,71.5,76.0,67.66666666666667,6.99205898780101,54.0,68.0,70.0,72.0,76.0,,,,,,,,,4736.999,,,,,4736.999,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.1,,,,,,,,,,,,,10.0,,,,,,,,,,,,,9.0,,,,
御嵩町議会議員選挙（1999年07月11日投票）,御嵩町議会議員選挙,岐阜県,御嵩町,19990711.0,1999.0,7.0,11.0,19990706.0,82.58,18.0,24.0,1.3333333333333333,15112.0,,,,任期満了,,,,,御嵩町議会議員選挙（1999年07月11日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.125,0.16666666666666666,0.625,0.375,0.0,0.6111111111111112,0.3888888888888889,0.0,0.5975137718729747,0.4024862281270253,,0.039834251458198314,0.04472069201411392,,12344.0,3.0,59.458333333333336,8.587680937767127,43.0,52.0,62.5,67.0,72.0,57.72222222222222,8.665420138276014,43.0,52.0,58.5,64.75,72.0,,1359.62,,,475.0,,,,10509.380000000001,,,,,12344.0,,0.1101441996111471,,,0.038480233311730394,,,,0.8513755670771226,,,,,1.0,,0.05507209980557355,,,0.038480233311730394,,,,0.04054169367033917,,,,,,2.0,,,1.0,,,,21.0,,,,,,2.0,,,1.0,,,,15.0,,,,
御嵩町議会議員選挙（2003年07月20日投票）,御嵩町議会議員選挙,岐阜県,御嵩町,20030720.0,2003.0,7.0,20.0,20030715.0,無投票,18.0,17.0,0.9444444444444444,15573.0,,,461.0,任期満了,82.58,,,,御嵩町議会議員選挙（2003年07月20日投票）,1.0,17.0,15.0,1.1333333333333333,1.0,1.0,0.0,0.17647058823529413,0.2,0.7647058823529411,0.23529411764705882,0.0,0.8666666666666667,0.13333333333333333,0.0,,,,,,,11305.99,3.0,57.76470588235294,7.166338073527026,47.0,53.0,56.0,63.0,72.0,58.53333333333333,7.283466817998754,47.0,55.0,56.0,64.0,72.0,,1592.0,,,407.0,,,,9306.99,,,,,11305.99,,0.14081031382479553,,,0.03599861666249484,,,,0.8231910695127096,,,,,1.0,,0.07040515691239776,,,0.03599861666249484,,,,0.05879936210805069,,,,,,2.0,,,1.0,,,,14.0,,,,,,2.0,,,0.0,,,,13.0,,,,
