,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みどり京都,得票数_みんなの党,得票数_京都党,得票数_公明党,得票数_北近畿の明日をつくる会,得票数_向日市・生活者ネットワーク,得票数_国民新党,得票数_国民民主党,得票数_地域政党ふくちやま,得票数_地域政党京都久御山党,得票数_地域政党京都党,得票数_地域政党京都宇治党,得票数_宇治維新21（片岡維新）,得票数_宇治維新の会,得票数_市民ネットワーク・きょうと,得票数_幸福実現党,得票数_政事公団太平会,得票数_新社会党,得票数_日本共産党,得票数_日本第一党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みどり京都,得票率_みんなの党,得票率_京都党,得票率_公明党,得票率_北近畿の明日をつくる会,得票率_向日市・生活者ネットワーク,得票率_国民新党,得票率_国民民主党,得票率_地域政党ふくちやま,得票率_地域政党京都久御山党,得票率_地域政党京都党,得票率_地域政党京都宇治党,得票率_宇治維新21（片岡維新）,得票率_宇治維新の会,得票率_市民ネットワーク・きょうと,得票率_幸福実現党,得票率_政事公団太平会,得票率_新社会党,得票率_日本共産党,得票率_日本第一党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みどり京都,一人あたり得票率_みんなの党,一人あたり得票率_京都党,一人あたり得票率_公明党,一人あたり得票率_北近畿の明日をつくる会,一人あたり得票率_向日市・生活者ネットワーク,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党ふくちやま,一人あたり得票率_地域政党京都久御山党,一人あたり得票率_地域政党京都党,一人あたり得票率_地域政党京都宇治党,一人あたり得票率_宇治維新21（片岡維新）,一人あたり得票率_宇治維新の会,一人あたり得票率_市民ネットワーク・きょうと,一人あたり得票率_幸福実現党,一人あたり得票率_政事公団太平会,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みどり京都,立候補者数_みんなの党,立候補者数_京都党,立候補者数_公明党,立候補者数_北近畿の明日をつくる会,立候補者数_向日市・生活者ネットワーク,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党ふくちやま,立候補者数_地域政党京都久御山党,立候補者数_地域政党京都党,立候補者数_地域政党京都宇治党,立候補者数_宇治維新21（片岡維新）,立候補者数_宇治維新の会,立候補者数_市民ネットワーク・きょうと,立候補者数_幸福実現党,立候補者数_政事公団太平会,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みどり京都,当選者数_みんなの党,当選者数_京都党,当選者数_公明党,当選者数_北近畿の明日をつくる会,当選者数_向日市・生活者ネットワーク,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党ふくちやま,当選者数_地域政党京都久御山党,当選者数_地域政党京都党,当選者数_地域政党京都宇治党,当選者数_宇治維新21（片岡維新）,当選者数_宇治維新の会,当選者数_市民ネットワーク・きょうと,当選者数_幸福実現党,当選者数_政事公団太平会,当選者数_新社会党,当選者数_日本共産党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
木津川市議会議員選挙（2019年04月21日投票）,木津川市議会議員選挙,京都府,木津川市,20190421.0,2019.0,4.0,21.0,20190414.0,47.71,20.0,26.0,1.3,60344.0,,,,任期満了,,,,,木津川市議会議員選挙（2019年04月21日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.23076923076923078,0.3,0.6538461538461539,0.3076923076923077,0.038461538461538464,0.75,0.2,0.05,0.7111967793053248,0.2378166665518964,0.050986554142778834,0.04183510466501911,0.02972708331898705,0.050986554142778834,28026.997,4.0,61.65384615384615,9.101742469238038,37.0,56.75,64.0,67.75,74.0,60.35,8.878485231164154,37.0,55.25,61.5,65.25,74.0,,,,,3124.0,,,,,,,,,,,,,,,4001.0,,2287.604,,18614.393,,,,,,28026.997,,,,,0.11146395741220509,,,,,,,,,,,,,,,0.1427552156229938,,0.08162144520870358,,0.6641593817560976,,,,,,1.0,,,,,0.055731978706102546,,,,,,,,,,,,,,,0.04758507187433126,,0.08162144520870358,,0.03320796908780488,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,1.0,,20.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,1.0,,14.0,,,,,
福知山市議会議員増員選挙（2006年02月12日投票）,福知山市議会議員増員選挙,京都府,福知山市,20060212.0,2006.0,2.0,12.0,20060205.0,78.93,0.0,13.0,,12390.0,,,,増員,,,,,福知山市議会議員増員選挙（2006年02月12日投票）,3.0,13.0,6.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.07692307692307693,,9672.0,2.0,58.38461538461539,9.75498658705431,31.0,56.0,60.0,62.0,73.0,59.5,6.18465843842649,52.0,55.25,58.5,61.75,71.0,,,,,,,,,,,,,,,,,,,,2950.0299999999997,,,,6721.97,,,,,,9672.0,,,,,,,,,,,,,,,,,,,,0.3050072373862696,,,,0.6949927626137303,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.10166907912875654,,,,0.06949927626137303,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,,,,,
福知山市議会議員選挙（2007年04月22日投票）,福知山市議会議員選挙,京都府,福知山市,20070422.0,2007.0,4.0,22.0,20070415.0,,32.0,35.0,1.09375,66157.0,,,,任期満了,,,,,福知山市議会議員選挙（2007年04月22日投票）,4.0,35.0,32.0,1.09375,0.7428571428571429,0.25,0.25,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.71875,0.28125,0.0,0.5728107299348082,0.42718927006519186,,0.11456214598696164,0.10679731751629797,,9357.0,3.0,57.857142857142854,10.071580545965839,29.0,51.0,60.0,65.0,77.0,57.625,10.460491145256995,29.0,49.0,58.5,66.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,6.0,,,,27.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,6.0,,,,24.0,,,,,
福知山市議会議員選挙（2011年04月24日投票）,福知山市議会議員選挙,京都府,福知山市,20110424.0,2011.0,4.0,24.0,20110417.0,61.97,26.0,33.0,1.2692307692307692,64368.0,,,-1789.0,任期満了,,,,,福知山市議会議員選挙（2011年04月24日投票）,1.0,33.0,26.0,1.2692307692307692,0.0,0.0,0.0,0.030303030303030304,0.038461538461538464,0.48484848484848486,0.5151515151515151,0.0,0.5,0.5,0.0,0.48020811680904457,0.5197918831909554,,0.030013007300565286,0.03057599312887973,,39449.0,4.0,,,,,,,,,,,,,,,,,,,4547.41,,,,,,,,,,,,,,,6506.9,,,,27186.690000000002,,,,,1208.0,39449.0,,,,,0.11527313746863038,,,,,,,,,,,,,,,0.1649446120307232,,,,0.6891604349920151,,,,,0.030621815508631398,1.0,,,,,0.03842437915621013,,,,,,,,,,,,,,,0.032988922406144636,,,,0.028715018124667296,,,,,0.030621815508631398,,,,,3.0,,,,,,,,,,,,,,,5.0,,,,24.0,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,5.0,,,,17.0,,,,,1.0
福知山市議会議員選挙（2015年04月26日投票）,福知山市議会議員選挙,京都府,福知山市,20150426.0,2015.0,4.0,26.0,20150419.0,55.33,26.0,33.0,1.2692307692307692,,,,,任期満了,61.97,,,,福知山市議会議員選挙（2015年04月26日投票）,1.0,33.0,26.0,1.2692307692307692,0.0,0.0,0.0,0.09090909090909091,0.07692307692307693,0.5757575757575758,0.3939393939393939,0.030303030303030304,0.6538461538461539,0.3076923076923077,0.038461538461538464,0.6199917826074637,0.32381825394576524,0.05618996344677113,0.0326311464530244,0.024909096457366556,0.05618996344677113,35291.0,5.0,59.03030303030303,7.358708913788451,41.0,53.0,61.0,65.0,72.0,59.76923076923077,7.034572275596557,41.0,55.25,61.0,65.0,72.0,,,,,4360.98,,,,,3611.87,,,,,,,,,,6117.15,,,,18799.0,,,,,2402.0,35291.0,,,,,0.1235720155280383,,,,,0.10234535717321697,,,,,,,,,,0.17333456121957438,,,,0.5326853872092034,,,,,0.06806267886996685,1.0,,,,,0.04119067184267943,,,,,0.034115119057738987,,,,,,,,,,0.034666912243914876,,,,0.028036073011010708,,,,,0.022687559623322282,,,,,3.0,,,,,3.0,,,,,,,,,,5.0,,,,19.0,,,,,3.0,,,,,3.0,,,,,2.0,,,,,,,,,,5.0,,,,15.0,,,,,1.0
福知山市議会議員選挙（2019年04月21日投票）,福知山市議会議員選挙,京都府,福知山市,20190421.0,2019.0,4.0,21.0,20190414.0,51.38,24.0,27.0,1.125,63333.0,,,,任期満了,55.33,,,,福知山市議会議員選挙（2019年04月21日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6296296296296297,0.37037037037037035,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6443998037501044,0.3556001962498956,,0.03790587080882967,0.03556001962498956,,32158.998,6.0,61.77777777777778,7.950463919999253,33.0,58.0,64.0,66.5,76.0,62.125,8.273010838463426,33.0,59.0,64.0,67.25,76.0,,,,,4480.681,1043.746,,,,2257.0,,,,,,,,,,5840.571,,,,16864.0,,,,,1673.0,32158.998,,,,,0.13932899899430945,0.03245579977336359,,,,0.07018253491604434,,,,,,,,,,0.18161545331729553,,,,0.5243944478618395,,,,,0.05202276513714762,1.0,,,,,0.046442999664769814,0.03245579977336359,,,,0.03509126745802217,,,,,,,,,,0.03632309066345911,,,,0.034959629857455966,,,,,0.05202276513714762,,,,,3.0,1.0,,,,2.0,,,,,,,,,,5.0,,,,15.0,,,,,1.0,,,,,3.0,1.0,,,,1.0,,,,,,,,,,5.0,,,,13.0,,,,,1.0
笠置町議会議員補欠選挙（2008年03月16日投票）,笠置町議会議員補欠選挙,京都府,笠置町,20080316.0,2008.0,3.0,16.0,20080311.0,無投票,1.0,1.0,1.0,1620.0,,,,その他,,,,,笠置町議会議員補欠選挙（2008年03月16日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
笠置町議会議員補欠選挙（2012年03月18日投票）,笠置町議会議員補欠選挙,京都府,笠置町,20120318.0,2012.0,3.0,18.0,20120313.0,無投票,1.0,1.0,1.0,1508.0,,,-112.0,その他,,,,,笠置町議会議員補欠選挙（2012年03月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,71.0,0.0,71.0,71.0,71.0,71.0,71.0,71.0,0.0,71.0,71.0,71.0,71.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
笠置町議会議員補欠選挙（2016年03月20日投票）,笠置町議会議員補欠選挙,京都府,笠置町,20160320.0,2016.0,3.0,20.0,20160315.0,無投票,1.0,1.0,1.0,,,,,退職,,,,,笠置町議会議員補欠選挙（2016年03月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,0.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
笠置町議会議員選挙（2008年10月19日投票）,笠置町議会議員選挙,京都府,笠置町,20081019.0,2008.0,10.0,19.0,20081014.0,90.07,8.0,13.0,1.625,1581.0,,,,任期満了,,,,,笠置町議会議員選挙（2008年10月19日投票）,1.0,13.0,8.0,1.625,0.0,0.0,0.0,0.07692307692307693,0.125,0.46153846153846156,0.46153846153846156,0.07692307692307693,0.375,0.5,0.125,0.410092395167022,0.5046197583511016,0.08528784648187633,0.068348732527837,0.08410329305851694,0.08528784648187633,1407.0,2.0,63.61538461538461,4.748092111387989,55.0,61.0,62.0,68.0,72.0,62.5,3.082207001484488,58.0,60.75,61.5,64.5,68.0,,,,,,,,,,,,,,,,,,,,183.0,,,,1224.0,,,,,,1407.0,,,,,,,,,,,,,,,,,,,,0.1300639658848614,,,,0.8699360341151386,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.1300639658848614,,,,0.07249466950959489,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,7.0,,,,,
笠置町議会議員選挙（2012年10月21日投票）,笠置町議会議員選挙,京都府,笠置町,20121021.0,2012.0,10.0,21.0,20121016.0,86.16,8.0,9.0,1.125,1460.0,,,-121.0,任期満了,90.07,,,,笠置町議会議員選挙（2012年10月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.5555555555555556,0.4444444444444444,0.0,0.5,0.5,0.0,0.5594855305466238,0.4405144694533762,,0.11189710610932475,0.11012861736334405,,1244.0,3.0,61.666666666666664,11.430952132988164,31.0,62.0,65.0,68.0,71.0,60.5,11.6081867662439,31.0,61.25,64.0,66.5,70.0,,,,,,,,,,,,,,,,,,,,123.0,,,,948.0,,,,,173.0,1244.0,,,,,,,,,,,,,,,,,,,,0.09887459807073955,,,,0.7620578778135049,,,,,0.13906752411575563,1.0,,,,,,,,,,,,,,,,,,,,0.09887459807073955,,,,0.10886541111621498,,,,,0.13906752411575563,,,,,,,,,,,,,,,,,,,,1.0,,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,1.0
笠置町議会議員選挙（2016年10月23日投票）,笠置町議会議員選挙,京都府,笠置町,20161023.0,2016.0,10.0,23.0,20161018.0,78.19,8.0,9.0,1.125,1334.0,,,-126.0,任期満了,86.16,,,,笠置町議会議員選挙（2016年10月23日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.625,0.25,0.125,0.6067632850241546,0.26666666666666666,0.12657004830917876,0.12135265700483092,0.13333333333333333,0.06328502415458938,1035.0,0.0,60.888888888888886,16.285265627038754,35.0,48.0,69.0,72.0,81.0,58.375,15.539767533653777,35.0,44.75,66.0,70.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
笠置町議会議員選挙（2020年10月25日投票）,笠置町議会議員選挙,京都府,笠置町,20201025.0,2020.0,10.0,25.0,20201020.0,無投票,8.0,8.0,1.0,,,,,任期満了,78.19,,,,笠置町議会議員選挙（2020年10月25日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.125,0.125,0.75,0.125,0.125,,,,,,,0.0,2.0,60.5,14.66287829861518,39.0,48.75,64.0,73.25,79.0,60.5,14.66287829861518,39.0,48.75,64.0,73.25,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,7.0,,,,,
精華町議会議員補欠選挙（2007年10月14日投票）,精華町議会議員補欠選挙,京都府,精華町,20071014.0,2007.0,10.0,14.0,20071009.0,45.07,1.0,2.0,2.0,26781.0,,,,その他,,,,,精華町議会議員補欠選挙（2007年10月14日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5016895062887179,0.49831049371128217,,0.5016895062887179,0.49831049371128217,10654.0,1.0,51.0,7.0,44.0,47.5,51.0,54.5,58.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,10654.0,,,,,,10654.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
精華町議会議員補欠選挙（2015年10月18日投票）,精華町議会議員補欠選挙,京都府,精華町,20151018.0,2015.0,10.0,18.0,20151013.0,43.13,1.0,3.0,3.0,,,,,その他,45.07,,,,精華町議会議員補欠選挙（2015年10月18日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,11385.0,2.0,64.33333333333333,1.8856180831641267,63.0,63.0,63.0,65.0,67.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,3606.0,,,,7779.0,,,,,,11385.0,,,,,,,,,,,,,,,,,,,,0.31673254281949936,,,,0.6832674571805006,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.31673254281949936,,,,0.3416337285902503,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,
精華町議会議員補欠選挙（2019年10月20日投票）,精華町議会議員補欠選挙,京都府,精華町,20191020.0,2019.0,10.0,20.0,20191015.0,41.18,2.0,3.0,1.5,30202.0,,,,その他/杉浦正省氏の町長選出馬、山口利忠氏の死去による,43.13,,,,精華町議会議員補欠選挙（2019年10月20日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.3333333333333333,11994.0,2.0,68.0,0.816496580927726,67.0,67.5,68.0,68.5,69.0,67.5,0.5,67.0,67.25,67.5,67.75,68.0,,,,,,,,,,,,,,,,,,,,4043.0,,,,7951.0,,,,,,11994.0,,,,,,,,,,,,,,,,,,,,0.3370852092713023,,,,0.6629147907286976,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3370852092713023,,,,0.3314573953643488,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
精華町議会議員選挙（2009年05月10日投票）,精華町議会議員選挙,京都府,精華町,20090510.0,2009.0,5.0,10.0,20090505.0,61.82,22.0,25.0,1.1363636363636365,26930.0,,,,任期満了,,,,,精華町議会議員選挙（2009年05月10日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.2,0.22727272727272727,0.72,0.28,0.0,0.7272727272727273,0.2727272727272727,0.0,0.719299312693875,0.2807006873061249,,0.0399610729274375,0.04010009818658927,,16441.0,4.0,59.12,7.793946368817276,41.0,56.0,59.0,62.0,75.0,58.18181818181818,7.601652712860681,41.0,55.25,58.5,62.0,75.0,,,,,1665.0,,,,,,,,,,,,,,,2685.0,,,2365.0,9726.0,,,,,,16441.0,,,,,0.10127121221336902,,,,,,,,,,,,,,,0.16331123410984733,,,0.14384769782859924,0.5915698558481844,,,,,,1.0,,,,,0.05063560610668451,,,,,,,,,,,,,,,0.04082780852746183,,,0.04794923260953308,0.03697311599051153,,,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,,3.0,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,,3.0,13.0,,,,,
精華町議会議員選挙（2013年05月12日投票）,精華町議会議員選挙,京都府,精華町,20130512.0,2013.0,5.0,12.0,20130507.0,54.73,18.0,21.0,1.1666666666666667,27882.0,,,952.0,任期満了,61.82,,,,精華町議会議員選挙（2013年05月12日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.23809523809523808,0.2777777777777778,0.8571428571428571,0.14285714285714285,0.0,0.8888888888888888,0.1111111111111111,0.0,0.863126452041155,0.13687354795884502,,0.04795146955784194,0.04562451598628167,,15065.0,5.0,60.80952380952381,7.525316304815921,45.0,54.0,61.0,66.0,72.0,61.27777777777778,7.942890290872681,45.0,55.5,62.5,66.0,72.0,,,,,1707.0,,,,,,,,,,,,,,,2584.0,,1169.0,844.0,8761.0,,,,,,15065.0,,,,,0.11330899435778294,,,,,,,,,,,,,,,0.1715233986060405,,0.07759707932293396,0.0560238964487222,0.5815466312645204,,,,,,1.0,,,,,0.05665449717889147,,,,,,,,,,,,,,,0.04288084965151012,,0.07759707932293396,0.0280119482243611,0.04846221927204337,,,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,1.0,2.0,12.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,1.0,1.0,10.0,,,,,
精華町議会議員選挙（2017年05月14日投票）,精華町議会議員選挙,京都府,精華町,20170514.0,2017.0,5.0,14.0,20170509.0,51.1,18.0,23.0,1.2777777777777777,29801.0,,,1919.0,任期満了,54.73,,,,精華町議会議員選挙（2017年05月14日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.2608695652173913,0.2777777777777778,0.6521739130434783,0.2608695652173913,0.08695652173913043,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.7219889355462241,0.19489435446244086,0.08311670999133507,0.04813259570308161,0.03248239241040681,0.04155835499566753,15003.0,0.0,63.78260869565217,7.563967912809477,48.0,59.0,65.0,69.5,75.0,63.0,8.286535263104035,48.0,56.5,64.5,69.75,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
精華町議会議員選挙（2021年05月16日投票）,精華町議会議員選挙,京都府,精華町,20210516.0,2021.0,5.0,16.0,20210511.0,無投票,18.0,18.0,1.0,30536.0,14540.0,15996.0,735.0,任期満了,51.1,,,,精華町議会議員選挙（2021年05月16日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,12.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,12.0,,1.0,,,
綾部市議会議員補欠選挙（2002年01月27日投票）,綾部市議会議員補欠選挙,京都府,綾部市,20020127.0,2002.0,1.0,27.0,20020120.0,64.0,1.0,2.0,2.0,31776.0,,,,その他,,,,,綾部市議会議員補欠選挙（2002年01月27日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,19300.0,2.0,54.5,8.5,46.0,50.25,54.5,58.75,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,7249.0,,,,12051.0,,,,,,19300.0,,,,,,,,,,,,,,,,,,,,0.3755958549222798,,,,0.6244041450777202,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3755958549222798,,,,0.6244041450777202,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,
綾部市議会議員選挙（1998年08月30日投票）,綾部市議会議員選挙,京都府,綾部市,19980830.0,1998.0,8.0,30.0,19980823.0,78.6,22.0,26.0,1.181818181818182,31925.0,,,,任期満了,,,,,綾部市議会議員選挙（1998年08月30日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.11538461538461539,0.13636363636363635,0.6923076923076923,0.3076923076923077,0.0,0.6818181818181818,0.3181818181818182,0.0,0.6885446047223789,0.31145539527762106,,0.03825247804013216,0.03893192440970263,,24818.0,3.0,57.92307692307692,9.437743687829194,35.0,50.0,59.5,65.5,74.0,56.54545454545455,8.907235428302466,35.0,50.0,58.0,63.0,71.0,,,,,1257.0,,,,,,,,,,,,,,,5656.0,,,,17905.0,,,,,,24818.0,,,,,0.05064872270126521,,,,,,,,,,,,,,,0.22789910548795228,,,,0.7214521718107825,,,,,,1.0,,,,,0.05064872270126521,,,,,,,,,,,,,,,0.03798318424799205,,,,0.0379711669374096,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,19.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,15.0,,,,,
